GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0003682	0.000129241976209886	2.19251194514352	15.0628320740921	31	734	chromatin binding	5.75399624319729e-05	0.00631245020646182
GO:0005488	0.000156708402102036	2.03165977499627	375.401072386059	397	18293	binding	1.18637131654903e-06	0.00727126985753448
GO:0003714	0.000507866935468778	2.75569466179795	6.15647087496953	16	300	transcription corepressor activity	0.000177777777777778	0.0224428817197631
GO:0005543	0.000604220717462373	2.16632493653583	12.1898123324397	25	594	phospholipid binding	7.08544479588251e-05	0.0254871284456855
GO:0070491	0.000808430356462849	4.40369799691834	1.97007067999025	8	96	repressing transcription factor binding	0.000868055555555556	0.0326184074259793
GO:0004879	0.000943243387263962	4.90705734089477	1.55963928832562	7	76	nuclear receptor activity	0.00121191135734072	0.0349714096822393
GO:0098531	0.000943243387263962	4.90705734089477	1.55963928832562	7	76	ligand-activated transcription factor activity	0.00121191135734072	0.0349714096822393
GO:0003676	0.00097980242644205	1.41561517658009	97.3132829636851	125	4742	nucleic acid binding	5.55887506868546e-06	0.0349714096822393
GO:0003713	0.001139947854083	2.32702736318408	8.59853765537412	19	419	transcription coactivator activity	0.000108224491772091	0.0368597642644809
GO:0042826	0.00114417882646693	3.44308122379251	3.098757007068	10	151	histone deacetylase binding	0.000438577255383536	0.0368597642644809
GO:0035198	0.00115186763326503	7.09134615384615	0.80034121374604	5	39	miRNA binding	0.00328731097961867	0.0368597642644809
GO:0071820	0.00124330070385206	95.909307875895	0.0615647087496953	2	3	N-box binding	0.222222222222222	0.0384594351058236
GO:1901363	0.00160987675166167	1.35188605190673	147.632171581769	177	7194	heterocyclic compound binding	3.42004955941646e-06	0.0481924395336139
GO:0003707	0.00194703128817702	4.2837705619764	1.76485498415793	7	86	steroid hormone receptor activity	0.000946457544618713	0.0564639073571334
GO:0033613	0.0022154570383608	3.38084217656356	2.83197660248599	9	138	activating transcription factor binding	0.000472589792060492	0.0623013373211763
GO:0046332	0.0030238179994969	3.51908430552498	2.42154521082135	8	118	SMAD binding	0.00057454754380925	0.0825324442215625
GO:0019199	0.003353140244219	3.4558976132826	2.46258834998781	8	120	transmembrane receptor protein kinase activity	0.000555555555555556	0.0889061184752923
GO:0097159	0.00374867612952968	1.31495763956456	150.23841091884	177	7321	organic cyclic compound binding	3.30242111686725e-06	0.0959532151714403
GO:0061980	0.00384534890777621	5.23829431438127	1.04660004874482	5	51	regulatory RNA binding	0.00192233756247597	0.0959532151714403
GO:0005515	0.00401023638526509	1.38739148408433	315.703826468438	339	15384	protein binding	1.43238958887529e-06	0.0959532151714403
GO:0034056	0.00403251658586872	31.9665871121718	0.102607847916159	2	5	estrogen response element binding	0.08	0.0959532151714403
GO:0019887	0.00429893970715916	2.54513618261603	4.94569826955886	12	241	protein kinase regulator activity	0.000206608012947435	0.0997354012060925
GO:0001085	0.00501467661537233	4.07731206516206	1.58016085790885	6	77	RNA polymerase II transcription factor binding	0.00101197503794906	0.110800473787274
GO:0070888	0.00501467661537233	4.07731206516206	1.58016085790885	6	77	E-box binding	0.00101197503794906	0.110800473787274
GO:0016361	0.00596682508715625	23.9737470167064	0.123129417499391	2	6	activin receptor activity, type I	0.0555555555555556	0.125845765474568
GO:0005234	0.00596682508715625	23.9737470167064	0.123129417499391	2	6	extracellularly glutamate-gated ion channel activity	0.0555555555555556	0.125845765474568
GO:0048185	0.00651201735754967	9.00627990430622	0.389909822081404	3	19	activin binding	0.00831024930747922	0.134292269062358
GO:0004970	0.00815716844963897	5.49749914354231	0.80034121374604	4	39	ionotropic glutamate receptor activity	0.00262984878369494	0.152945047010675
GO:0042974	0.00815716844963897	5.49749914354231	0.80034121374604	4	39	retinoic acid receptor binding	0.00262984878369494	0.152945047010675
GO:0099507	0.00824057365359243	19.1780429594272	0.143650987082622	2	7	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential	0.0408163265306122	0.152945047010675
GO:0005173	0.00824057365359243	19.1780429594272	0.143650987082622	2	7	stem cell factor receptor binding	0.0408163265306122	0.152945047010675
GO:0043398	0.00824057365359243	19.1780429594272	0.143650987082622	2	7	HLH domain binding	0.0408163265306122	0.152945047010675
GO:0017034	0.0108390827285709	15.9809069212411	0.164172556665854	2	8	Rap guanyl-nucleotide exchange factor activity	0.03125	0.193435937925266
GO:0031697	0.0108390827285709	15.9809069212411	0.164172556665854	2	8	beta-1 adrenergic receptor binding	0.03125	0.193435937925266
GO:0035035	0.0114812905459967	4.93266924921601	0.882427492078967	4	43	histone acetyltransferase binding	0.00216333153055706	0.201030898616697
GO:0019207	0.0120480228206822	2.20382307179373	5.66395320497197	12	276	kinase regulator activity	0.000157529930686831	0.207047503288762
GO:0005545	0.0126119246116399	6.86021872863978	0.492517669997563	3	24	1-phosphatidylinositol binding	0.00520833333333333	0.212797564356396
GO:0001221	0.0128721211914238	3.82154304029304	1.39546673165976	5	68	transcription cofactor binding	0.00108131487889273	0.213309436886452
GO:0038132	0.0137481298301554	13.6972383225367	0.184694126249086	2	9	neuregulin binding	0.0246913580246914	0.223829201445337
GO:0004714	0.0142063576128086	3.21349397590361	1.97007067999025	6	96	transmembrane receptor protein tyrosine kinase activity	0.000651041666666667	0.227301721804938
GO:0008289	0.016233006993871	1.55868244575937	20.6446990007312	31	1006	lipid binding	3.06313214154437e-05	0.250579165437356
GO:0051087	0.0185786039818657	2.72304036153966	2.68832561540336	7	131	chaperone binding	0.000407901637433716	0.250579165437356
GO:0046965	0.0192215211741242	5.76143540669856	0.57460394833049	3	28	retinoid X receptor binding	0.0038265306122449	0.250579165437356
GO:0008457	0.0204431588478563	10.6523468575975	0.22573726541555	2	11	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity	0.0165289256198347	0.250579165437356
GO:0008488	0.0205215695832317	Inf	0.0205215695832318	1	1	gamma-glutamyl carboxylase activity	1	0.250579165437356
GO:0097020	0.0205215695832317	Inf	0.0205215695832318	1	1	COPII adaptor activity	1	0.250579165437356
GO:0047726	0.0205215695832317	Inf	0.0205215695832318	1	1	iron-cytochrome-c reductase activity	1	0.250579165437356
GO:0016708	0.0205215695832317	Inf	0.0205215695832318	1	1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor	1	0.250579165437356
GO:0008941	0.0205215695832317	Inf	0.0205215695832318	1	1	nitric oxide dioxygenase activity	1	0.250579165437356
GO:0005018	0.0205215695832317	Inf	0.0205215695832318	1	1	platelet-derived growth factor alpha-receptor activity	1	0.250579165437356
GO:1905059	0.0205215695832317	Inf	0.0205215695832318	1	1	calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration	1	0.250579165437356
GO:0015607	0.0205215695832317	Inf	0.0205215695832318	1	1	ATPase-coupled fatty-acyl-CoA transmembrane transporter activity	1	0.250579165437356
GO:0017005	0.0205215695832317	Inf	0.0205215695832318	1	1	3'-tyrosyl-DNA phosphodiesterase activity	1	0.250579165437356
GO:0070611	0.0205215695832317	Inf	0.0205215695832318	1	1	histone methyltransferase activity (H3-R2 specific)	1	0.250579165437356
GO:0070612	0.0205215695832317	Inf	0.0205215695832318	1	1	histone methyltransferase activity (H2A-R3 specific)	1	0.250579165437356
GO:0005199	0.0205215695832317	Inf	0.0205215695832318	1	1	structural constituent of cell wall	1	0.250579165437356
GO:0005115	0.0205215695832317	Inf	0.0205215695832318	1	1	receptor tyrosine kinase-like orphan receptor binding	1	0.250579165437356
GO:0030729	0.0205215695832317	Inf	0.0205215695832318	1	1	acetoacetate-CoA ligase activity	1	0.250579165437356
GO:0070696	0.0211202416590509	5.53956569746043	0.595125517913722	3	29	transmembrane receptor protein serine/threonine kinase binding	0.00356718192627824	0.254540055319471
GO:0001227	0.0225550486789592	1.94421750181554	6.91576894954911	13	337	DNA-binding transcription repressor activity, RNA polymerase II-specific	0.00011446785654536	0.268347245821464
GO:0001217	0.0230383472496385	1.93813725490196	6.93629051913234	13	338	DNA-binding transcription repressor activity	0.000113791533909877	0.27062767402107
GO:0010181	0.0242028702152237	9.58663484486874	0.246258834998781	2	12	FMN binding	0.0138888888888889	0.280753294496595
GO:0008066	0.0247050561747833	3.84537170263789	1.10816475749452	4	54	glutamate receptor activity	0.00137174211248285	0.282173270763311
GO:0030295	0.0249334140114133	2.80608258275822	2.23685108457226	6	109	protein kinase activator activity	0.000505007995959936	0.282173270763311
GO:0032041	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	NAD-dependent histone deacetylase activity (H3-K14 specific)	0.0118343195266272	0.287787638465141
GO:0009922	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	fatty acid elongase activity	0.0118343195266272	0.287787638465141
GO:0031078	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	histone deacetylase activity (H3-K14 specific)	0.0118343195266272	0.287787638465141
GO:0015277	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	kainate selective glutamate receptor activity	0.0118343195266272	0.287787638465141
GO:0061665	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	SUMO ligase activity	0.0118343195266272	0.287787638465141
GO:0102336	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	3-oxo-arachidoyl-CoA synthase activity	0.0118343195266272	0.287787638465141
GO:0102337	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	3-oxo-cerotoyl-CoA synthase activity	0.0118343195266272	0.287787638465141
GO:0102338	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	3-oxo-lignoceronyl-CoA synthase activity	0.0118343195266272	0.287787638465141
GO:0102756	0.0282205550650084	8.71468865263615	0.266780404582013	2	13	very-long-chain 3-ketoacyl-CoA synthase activity	0.0118343195266272	0.287787638465141
GO:0005547	0.0294294546052201	3.62716619157504	1.16972946624421	4	57	phosphatidylinositol-3,4,5-trisphosphate binding	0.00123114804555248	0.295271655190214
GO:0030234	0.0297169970670921	1.4353132628153	25.9597855227882	36	1265	enzyme regulator activity	2.24968363823837e-05	0.295271655190214
GO:0008532	0.0324840949753299	7.98806682577566	0.287301974165245	2	14	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	0.0102040816326531	0.295271655190214
GO:0017002	0.0324840949753299	7.98806682577566	0.287301974165245	2	14	activin-activated receptor activity	0.0102040816326531	0.295271655190214
GO:0046975	0.0324840949753299	7.98806682577566	0.287301974165245	2	14	histone methyltransferase activity (H3-K36 specific)	0.0102040816326531	0.295271655190214
GO:0004860	0.0348475111971659	2.89779309545876	1.8058981233244	5	88	protein kinase inhibitor activity	0.000645661157024793	0.295271655190214
GO:0019209	0.0348977795196674	2.57943201376936	2.42154521082135	6	118	kinase activator activity	0.000430910657856938	0.295271655190214
GO:0001540	0.036142251738057	2.55647723637914	2.44206678040458	6	119	amyloid-beta binding	0.000423698891321234	0.295271655190214
GO:0046974	0.036981758198914	7.37323297227832	0.307823543748477	2	15	histone methyltransferase activity (H3-K9 specific)	0.00888888888888889	0.295271655190214
GO:0005104	0.0371741341266519	4.36298390604611	0.738776504996344	3	36	fibroblast growth factor receptor binding	0.00231481481481481	0.295271655190214
GO:0008047	0.0374075260465308	1.57047692307692	13.7699731903485	21	671	enzyme activator activity	4.66416874518314e-05	0.295271655190214
GO:0001102	0.0393944729039808	2.79628801431127	1.86746283207409	5	91	RNA polymerase II activating transcription factor binding	0.000603791812583021	0.295271655190214
GO:0033883	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	pyridoxal phosphatase activity	0.25	0.295271655190214
GO:0004883	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	glucocorticoid receptor activity	0.25	0.295271655190214
GO:0004564	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	beta-fructofuranosidase activity	0.25	0.295271655190214
GO:0004574	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	oligo-1,6-glucosidase activity	0.25	0.295271655190214
GO:0004575	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	sucrose alpha-glucosidase activity	0.25	0.295271655190214
GO:0016657	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	0.25	0.295271655190214
GO:0015136	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	sialic acid transmembrane transporter activity	0.25	0.295271655190214
GO:0050196	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	[phosphorylase] phosphatase activity	0.25	0.295271655190214
GO:0042835	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	BRE binding	0.25	0.295271655190214
GO:0034041	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	ATPase-coupled sterol transmembrane transporter activity	0.25	0.295271655190214
GO:0045183	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	translation factor activity, non-nucleic acid binding	0.25	0.295271655190214
GO:1990984	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	tRNA demethylase activity	0.25	0.295271655190214
GO:0015538	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	sialic acid:proton symporter activity	0.25	0.295271655190214
GO:1990931	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	RNA N6-methyladenosine dioxygenase activity	0.25	0.295271655190214
GO:0031769	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	glucagon receptor binding	0.25	0.295271655190214
GO:0050613	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	delta14-sterol reductase activity	0.25	0.295271655190214
GO:0046911	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	metal chelating activity	0.25	0.295271655190214
GO:0003920	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	GMP reductase activity	0.25	0.295271655190214
GO:0038100	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	nodal binding	0.25	0.295271655190214
GO:0086040	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential	0.25	0.295271655190214
GO:0030791	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	arsenite methyltransferase activity	0.25	0.295271655190214
GO:0001872	0.040622984188158	47.8404761904762	0.0410431391664636	1	2	(1->3)-beta-D-glucan binding	0.25	0.295271655190214
GO:0019210	0.0409865962965344	2.76400862068966	1.88798440165732	5	92	kinase inhibitor activity	0.000590737240075614	0.295271655190214
GO:0004115	0.0417021889581192	6.84623252642346	0.328345113331709	2	16	3',5'-cyclic-AMP phosphodiesterase activity	0.0078125	0.295271655190214
GO:1990239	0.0417021889581192	6.84623252642346	0.328345113331709	2	16	steroid hormone binding	0.0078125	0.295271655190214
GO:0008525	0.0417021889581192	6.84623252642346	0.328345113331709	2	16	phosphatidylcholine transporter activity	0.0078125	0.295271655190214
GO:0039706	0.0417021889581192	6.84623252642346	0.328345113331709	2	16	co-receptor binding	0.0078125	0.295271655190214
GO:0001222	0.0417021889581192	6.84623252642346	0.328345113331709	2	16	transcription corepressor binding	0.0078125	0.295271655190214
GO:0004114	0.0426362088313455	4.11326042378674	0.779819644162808	3	38	3',5'-cyclic-nucleotide phosphodiesterase activity	0.00207756232686981	0.295271655190214
GO:0031690	0.0426362088313455	4.11326042378674	0.779819644162808	3	38	adrenergic receptor binding	0.00207756232686981	0.295271655190214
GO:0005158	0.0426362088313455	4.11326042378674	0.779819644162808	3	38	insulin receptor binding	0.00207756232686981	0.295271655190214
GO:0004112	0.0455094621964877	3.9988038277512	0.80034121374604	3	39	cyclic-nucleotide phosphodiesterase activity	0.0019723865877712	0.31283541420993
GO:0001223	0.0484762010072812	3.8905340747446	0.820862783329271	3	40	transcription coactivator binding	0.001875	0.330778783343801
GO:0033612	0.0515353298719087	3.78796272979098	0.841384352912503	3	41	receptor serine/threonine kinase binding	0.00178465199286139	0.341703208902419
GO:0070411	0.0517677475084795	5.98985680190931	0.369388252498172	2	18	I-SMAD binding	0.00617283950617284	0.341703208902419
GO:0070700	0.0517677475084795	5.98985680190931	0.369388252498172	2	18	BMP receptor binding	0.00617283950617284	0.341703208902419
GO:0043425	0.0546856786931374	3.69065145380935	0.861905922495735	3	42	bHLH transcription factor binding	0.00170068027210884	0.341703208902419
GO:0030291	0.0546856786931374	3.69065145380935	0.861905922495735	3	42	protein serine/threonine kinase inhibitor activity	0.00170068027210884	0.341703208902419
GO:0004312	0.0570919510556476	5.63723150357995	0.389909822081404	2	19	fatty acid synthase activity	0.00554016620498615	0.341703208902419
GO:0070300	0.0570919510556476	5.63723150357995	0.389909822081404	2	19	phosphatidic acid binding	0.00554016620498615	0.341703208902419
GO:0099186	0.0570919510556476	5.63723150357995	0.389909822081404	2	19	structural constituent of postsynapse	0.00554016620498615	0.341703208902419
GO:0017136	0.0570919510556476	5.63723150357995	0.389909822081404	2	19	NAD-dependent histone deacetylase activity	0.00554016620498615	0.341703208902419
GO:0008177	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	succinate dehydrogenase (ubiquinone) activity	0.111111111111111	0.341703208902419
GO:0004117	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity	0.111111111111111	0.341703208902419
GO:0043734	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	DNA-N1-methyladenine dioxygenase activity	0.111111111111111	0.341703208902419
GO:0004814	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	arginine-tRNA ligase activity	0.111111111111111	0.341703208902419
GO:0061752	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	telomeric repeat-containing RNA binding	0.111111111111111	0.341703208902419
GO:0042296	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	ISG15 transferase activity	0.111111111111111	0.341703208902419
GO:1902379	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	chemoattractant activity involved in axon guidance	0.111111111111111	0.341703208902419
GO:0005017	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	platelet-derived growth factor-activated receptor activity	0.111111111111111	0.341703208902419
GO:0070259	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	tyrosyl-DNA phosphodiesterase activity	0.111111111111111	0.341703208902419
GO:0071913	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	citrate secondary active transmembrane transporter activity	0.111111111111111	0.341703208902419
GO:0035516	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	oxidative DNA demethylase activity	0.111111111111111	0.341703208902419
GO:0005371	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	tricarboxylate secondary active transmembrane transporter activity	0.111111111111111	0.341703208902419
GO:0003913	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	DNA photolyase activity	0.111111111111111	0.341703208902419
GO:0048101	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity	0.111111111111111	0.341703208902419
GO:0004059	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	aralkylamine N-acetyltransferase activity	0.111111111111111	0.341703208902419
GO:0030792	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	methylarsonite methyltransferase activity	0.111111111111111	0.341703208902419
GO:0034739	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	histone deacetylase activity (H4-K16 specific)	0.111111111111111	0.341703208902419
GO:0140293	0.060312825930311	23.9190476190476	0.0615647087496953	1	3	ADP-ribosylglutamate hydrolase activity	0.111111111111111	0.341703208902419
GO:0008270	0.0606288068046173	1.39204202391016	21.4039970753107	29	1043	zinc ion binding	2.66581115577622e-05	0.341703208902419
GO:0045499	0.06125501289344	3.51026957637997	0.902949061662198	3	44	chemorepellent activity	0.0015495867768595	0.341703208902419
GO:0035091	0.0614918490158447	1.69956047580466	7.24411406288082	12	353	phosphatidylinositol binding	9.63012302482164e-05	0.341703208902419
GO:0005096	0.0614918490158447	1.69956047580466	7.24411406288082	12	353	GTPase activator activity	9.63012302482164e-05	0.341703208902419
GO:0042054	0.063108686457205	2.78385986862684	1.49807457957592	4	73	histone methyltransferase activity	0.000750609870519797	0.346537639244297
GO:0005080	0.063108686457205	2.78385986862684	1.49807457957592	4	73	protein kinase C binding	0.000750609870519797	0.346537639244297
GO:0043539	0.0681735386643635	3.34666740847891	0.943992200828662	3	46	protein serine/threonine kinase activator activity	0.00141776937618147	0.368358968680133
GO:0017080	0.0681735386643635	3.34666740847891	0.943992200828662	3	46	sodium channel regulator activity	0.00141776937618147	0.368358968680133
GO:0019211	0.0682734295398522	5.04333626428841	0.430952961247867	2	21	phosphatase activator activity	0.00453514739229025	0.368358968680133
GO:0034979	0.0741117675266704	4.7909307875895	0.451474530831099	2	22	NAD-dependent protein deacetylase activity	0.00413223140495868	0.382737502018466
GO:0035497	0.0741117675266704	4.7909307875895	0.451474530831099	2	22	cAMP response element binding	0.00413223140495868	0.382737502018466
GO:0061629	0.07467390415828	1.6056052855925	8.29071411162564	13	404	RNA polymerase II-specific DNA-binding transcription factor binding	7.96490540143123e-05	0.382737502018466
GO:0035257	0.0779592416487253	1.85192773328367	4.43265902997806	8	216	nuclear hormone receptor binding	0.000171467764060357	0.382737502018466
GO:0047760	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	butyrate-CoA ligase activity	0.0625	0.382737502018466
GO:0030943	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	mitochondrion targeting sequence binding	0.0625	0.382737502018466
GO:0072518	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	Rho-dependent protein serine/threonine kinase activity	0.0625	0.382737502018466
GO:0047696	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	beta-adrenergic receptor kinase activity	0.0625	0.382737502018466
GO:0004649	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	poly(ADP-ribose) glycohydrolase activity	0.0625	0.382737502018466
GO:0016635	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor	0.0625	0.382737502018466
GO:0032896	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	palmitoyl-CoA 9-desaturase activity	0.0625	0.382737502018466
GO:0050220	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	prostaglandin-E synthase activity	0.0625	0.382737502018466
GO:0019862	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	IgA binding	0.0625	0.382737502018466
GO:0005011	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	macrophage colony-stimulating factor receptor activity	0.0625	0.382737502018466
GO:1905056	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	0.0625	0.382737502018466
GO:0044020	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	histone methyltransferase activity (H4-R3 specific)	0.0625	0.382737502018466
GO:0003958	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	NADPH-hemoprotein reductase activity	0.0625	0.382737502018466
GO:0046904	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	calcium oxalate binding	0.0625	0.382737502018466
GO:0038131	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	neuregulin receptor activity	0.0625	0.382737502018466
GO:0030158	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	protein xylosyltransferase activity	0.0625	0.382737502018466
GO:0031997	0.0795995020361681	15.9452380952381	0.0820862783329271	1	4	N-terminal myristoylation domain binding	0.0625	0.382737502018466
GO:0140318	0.0801030665961378	4.56256392771906	0.471996100414331	2	23	protein transporter activity	0.00378071833648393	0.383173431965031
GO:0005085	0.0854591928199888	1.68512752454358	6.07438459663661	10	296	guanyl-nucleotide exchange factor activity	0.000114134404674945	0.406240832291181
GO:0004675	0.086238624958365	4.3549576914732	0.492517669997563	2	24	transmembrane receptor protein serine/threonine kinase activity	0.00347222222222222	0.406240832291181
GO:0097602	0.086238624958365	4.3549576914732	0.492517669997563	2	24	cullin family protein binding	0.00347222222222222	0.406240832291181
GO:0042056	0.0909051006748708	2.93599257884972	1.06712161832805	3	52	chemoattractant activity	0.0011094674556213	0.406915495551748
GO:0019213	0.0909051006748708	2.93599257884972	1.06712161832805	3	52	deacetylase activity	0.0011094674556213	0.406915495551748
GO:0031625	0.0923530160162938	1.5770770737427	7.77767487204485	12	379	ubiquitin protein ligase binding	8.35416072012865e-05	0.406915495551748
GO:0031434	0.0925100320421089	4.16540417142264	0.513039239580795	2	25	mitogen-activated protein kinase kinase binding	0.0032	0.406915495551748
GO:0005086	0.0925100320421089	4.16540417142264	0.513039239580795	2	25	ARF guanyl-nucleotide exchange factor activity	0.0032	0.406915495551748
GO:0031994	0.0925100320421089	4.16540417142264	0.513039239580795	2	25	insulin-like growth factor I binding	0.0032	0.406915495551748
GO:1901505	0.0949650159267249	2.87712918660287	1.08764318791128	3	53	carbohydrate derivative transmembrane transporter activity	0.00106799572801709	0.406915495551748
GO:0001046	0.0949650159267249	2.87712918660287	1.08764318791128	3	53	core promoter sequence-specific DNA binding	0.00106799572801709	0.406915495551748
