"","GOID","Term","Pvalue.RNA","Pvalue.ATAC","Ontology","lipid.related"
"168","GO:0000428","DNA-directed RNA polymerase complex",0.999999999991581,0.997123168390682,"CC",FALSE
"169","GO:0000429","carbon catabolite regulation of transcription from RNA polymerase II promoter",0.707258158710444,NA,"BP",FALSE
"170","GO:0000430","regulation of transcription from RNA polymerase II promoter by glucose",0.569994106150772,NA,"BP",FALSE
"171","GO:0000432","positive regulation of transcription from RNA polymerase II promoter by glucose",0.569994106150772,NA,"BP",FALSE
"172","GO:0000436","carbon catabolite activation of transcription from RNA polymerase II promoter",0.707258158710444,NA,"BP",FALSE
"173","GO:0000444","MIS12/MIND type complex",NA,0.139763679459669,"CC",FALSE
"174","GO:0000445","THO complex part of transcription export complex",NA,0.34591782782984,"CC",FALSE
"175","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,0.412516917540353,"BP",FALSE
"176","GO:0000451","rRNA 2-O-methylation",NA,0.530416300971639,"BP",FALSE
"177","GO:0000455","enzyme-directed rRNA pseudouridine synthesis",NA,0.43272784962892,"BP",FALSE
"178","GO:0000460","maturation of 5.8S rRNA",0.999999726129975,0.807369821986684,"BP",FALSE
"179","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,0.947711928161828,"BP",FALSE
"180","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.999761969674049,0.941311238291406,"BP",FALSE
"181","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,0.925171954932226,"BP",FALSE
"182","GO:0000469","cleavage involved in rRNA processing",NA,0.945053815252685,"BP",FALSE
"183","GO:0000470","maturation of LSU-rRNA",0.999896263354856,0.860505861742825,"BP",FALSE
"184","GO:0000478","endonucleolytic cleavage involved in rRNA processing",NA,0.722460693802039,"BP",FALSE
"185","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,0.722460693802039,"BP",FALSE
"186","GO:0000480","endonucleolytic cleavage in 5-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NA,0.678232110384398,"BP",FALSE
"187","GO:0000491","small nucleolar ribonucleoprotein complex assembly",0.997795980203541,0.588714411525042,"BP",FALSE
"188","GO:0000492","box C/D snoRNP assembly",0.993294809772049,0.817503850971286,"BP",FALSE
"189","GO:0000493","box H/ACA snoRNP assembly",NA,0.314724123356556,"BP",FALSE
"190","GO:0000502","proteasome complex",0.909907852165196,0.983940272936342,"CC",FALSE
"191","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex",NA,0.34591782782984,"CC",FALSE
"192","GO:0000578","embryonic axis specification",0.678928951701111,0.000221051574235325,"BP",FALSE
"193","GO:0000700","mismatch base pair DNA N-glycosylase activity",0.937319410521704,NA,"MF",FALSE
"194","GO:0000706","meiotic DNA double-strand break processing",NA,0.530416300971639,"BP",FALSE
"195","GO:0000712","resolution of meiotic recombination intermediates",0.998238137278479,0.789621618817382,"BP",FALSE
"196","GO:0000715","nucleotide-excision repair, DNA damage recognition",0.968569255861613,0.146545162945904,"BP",FALSE
"197","GO:0000717","nucleotide-excision repair, DNA duplex unwinding",0.977735826240814,0.807824498525663,"BP",FALSE
"198","GO:0000722","telomere maintenance via recombination",0.999761969674049,NA,"BP",FALSE
"199","GO:0000723","telomere maintenance",0.999999999998877,0.998437794984702,"BP",FALSE
"200","GO:0000724","double-strand break repair via homologous recombination",0.99999999998775,0.870852633617271,"BP",FALSE
"201","GO:0000725","recombinational repair",0.999999999991621,0.878212656715156,"BP",FALSE
"202","GO:0000726","non-recombinational repair",0.999999994149646,0.885152642899759,"BP",FALSE
"203","GO:0000729","DNA double-strand break processing",0.999573923474598,0.50740105775232,"BP",FALSE
"204","GO:0000730","DNA recombinase assembly",0.937968763233081,NA,"BP",FALSE
"205","GO:0000731","DNA synthesis involved in DNA repair",0.999998676747801,0.998912573789761,"BP",FALSE
"206","GO:0000733","DNA strand renaturation",0.873384950749326,NA,"BP",FALSE
"207","GO:0000737","DNA catabolic process, endonucleolytic",0.827050290856194,0.939324930227455,"BP",FALSE
"208","GO:0000738","DNA catabolic process, exonucleolytic",0.805662874799384,NA,"BP",FALSE
"209","GO:0000741","karyogamy",NA,0.314724123356556,"BP",FALSE
"210","GO:0000768","syncytium formation by plasma membrane fusion",0.00192741877456735,0.221504112074902,"BP",FALSE
"211","GO:0000775","chromosome, centromeric region",0.998777472898842,0.591841490083293,"CC",FALSE
"212","GO:0000776","kinetochore",0.999433588158422,0.606629361894689,"CC",FALSE
"213","GO:0000777","condensed chromosome kinetochore",0.999599252691475,0.664447156409529,"CC",FALSE
"214","GO:0000778","condensed nuclear chromosome kinetochore",0.967927387931295,0.460486705815035,"CC",FALSE
"215","GO:0000779","condensed chromosome, centromeric region",0.998478331148186,0.836364592361819,"CC",FALSE
"216","GO:0000780","condensed nuclear chromosome, centromeric region",0.854216557724017,0.76083356626263,"CC",FALSE
"217","GO:0000781","chromosome, telomeric region",0.999999999985018,0.99720524006443,"CC",FALSE
"218","GO:0000782","telomere cap complex",0.999951839590024,0.966772915523225,"CC",FALSE
"219","GO:0000783","nuclear telomere cap complex",0.999951839590024,0.966772915523225,"CC",FALSE
"220","GO:0000784","nuclear chromosome, telomeric region",0.999999997940923,0.983431494920548,"CC",FALSE
"221","GO:0000785","chromatin",1.69518282383846e-09,4.36412130233848e-15,"CC",FALSE
"222","GO:0000786","nucleosome",0.990804261215076,0.936613641190965,"CC",FALSE
"223","GO:0000788","nuclear nucleosome",0.997365405399608,0.925285776960172,"CC",FALSE
"224","GO:0000790","nuclear chromatin",3.85841403317623e-14,6.16298390469055e-18,"CC",FALSE
"225","GO:0000791","euchromatin",0.00921571349099452,0.173161678752213,"CC",FALSE
"226","GO:0000792","heterochromatin",0.261916309575569,0.271492919129972,"CC",FALSE
"227","GO:0000793","condensed chromosome",0.999994252235327,0.902804684679776,"CC",FALSE
"228","GO:0000794","condensed nuclear chromosome",0.999879387966349,0.931274125615125,"CC",FALSE
"229","GO:0000795","synaptonemal complex",0.998410193337851,0.80766976158587,"CC",FALSE
"230","GO:0000798","nuclear cohesin complex",0.213306391034593,0.779677205804497,"CC",FALSE
"231","GO:0000800","lateral element",0.83447926876049,0.94138509147905,"CC",FALSE
"232","GO:0000803","sex chromosome",0.65168755578645,0.458898577572343,"CC",FALSE
"233","GO:0000805","X chromosome",0.973301746375713,0.210658796360003,"CC",FALSE
"234","GO:0000806","Y chromosome",0.668452870662032,NA,"CC",FALSE
"235","GO:0000808","origin recognition complex",0.987927097183904,0.779677205804497,"CC",FALSE
"236","GO:0000810","diacylglycerol diphosphate phosphatase activity",0.361954920861463,0.61180227581695,"MF",TRUE
"237","GO:0000812","Swr1 complex",0.936421558509469,0.94138509147905,"CC",FALSE
"238","GO:0000813","ESCRT I complex",0.872136615235514,0.682771264088924,"CC",FALSE
"239","GO:0000815","ESCRT III complex",0.868682191857867,NA,"CC",FALSE
"240","GO:0000818","nuclear MIS12/MIND complex",NA,0.432873562791726,"CC",FALSE
"241","GO:0000819","sister chromatid segregation",0.999999801168874,0.953338121523747,"BP",FALSE
"242","GO:0000820","regulation of glutamine family amino acid metabolic process",0.912622871885471,0.588714411525042,"BP",FALSE
"243","GO:0000821","regulation of arginine metabolic process",0.891826642328553,0.530416300971639,"BP",FALSE
"244","GO:0000822","inositol hexakisphosphate binding",0.567980908320593,NA,"MF",FALSE
"245","GO:0000827","inositol-1,3,4,5,6-pentakisphosphate kinase activity",0.669706343579139,NA,"MF",FALSE
"246","GO:0000828","inositol hexakisphosphate kinase activity",0.361954920861463,0.61180227581695,"MF",FALSE
"247","GO:0000829","inositol heptakisphosphate kinase activity",0.669706343579139,NA,"MF",FALSE
"248","GO:0000832","inositol hexakisphosphate 5-kinase activity",0.361954920861463,0.61180227581695,"MF",FALSE
"249","GO:0000835","ER ubiquitin ligase complex",0.966506748136192,0.0771745641250132,"CC",FALSE
"250","GO:0000836","Hrd1p ubiquitin ligase complex",0.993050254721826,0.0533971003806359,"CC",FALSE
"251","GO:0000839","Hrd1p ubiquitin ligase ERAD-L complex",0.979028035118157,0.103755902113375,"CC",FALSE
"252","GO:0000900","translation repressor activity, mRNA regulatory element binding",0.134280125333933,0.492028849543169,"MF",FALSE
"253","GO:0000902","cell morphogenesis",2.10904838764376e-20,6.56857471506278e-22,"BP",FALSE
"254","GO:0000904","cell morphogenesis involved in differentiation",8.27744116516992e-17,2.98105201162849e-23,"BP",FALSE
"255","GO:0000910","cytokinesis",0.0972418949327684,0.757775904393279,"BP",FALSE
"256","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis",0.20895609225331,0.342217095491753,"BP",FALSE
"257","GO:0000915","actomyosin contractile ring assembly",0.20895609225331,0.342217095491753,"BP",FALSE
"258","GO:0000916","actomyosin contractile ring contraction",0.426472770440719,NA,"BP",FALSE
"259","GO:0000921","septin ring assembly",0.671078615971987,NA,"BP",FALSE
"260","GO:0000922","spindle pole",0.915674515343526,0.77518368673071,"CC",FALSE
"261","GO:0000930","gamma-tubulin complex",0.975923548470908,0.607426749888937,"CC",FALSE
"262","GO:0000931","gamma-tubulin large complex",NA,0.779677205804497,"CC",FALSE
"263","GO:0000932","P-body",0.274266000671905,0.234106107075956,"CC",FALSE
"264","GO:0000940","condensed chromosome outer kinetochore",0.988645851338906,0.789826908859673,"CC",FALSE
"265","GO:0000942","condensed nuclear chromosome outer kinetochore",0.936722725782021,0.611451932863736,"CC",FALSE
"266","GO:0000956","nuclear-transcribed mRNA catabolic process",0.999999996627792,0.929753777010659,"BP",FALSE
"267","GO:0000957","mitochondrial RNA catabolic process",0.96442994091982,0.678232110384398,"BP",FALSE
"268","GO:0000959","mitochondrial RNA metabolic process",0.999999537579458,0.94724340704265,"BP",FALSE
"269","GO:0000960","regulation of mitochondrial RNA catabolic process",0.937968763233081,0.61128608063412,"BP",FALSE
"270","GO:0000961","negative regulation of mitochondrial RNA catabolic process",NA,0.314724123356556,"BP",FALSE
"271","GO:0000962","positive regulation of mitochondrial RNA catabolic process",0.811368508284108,NA,"BP",FALSE
"272","GO:0000963","mitochondrial RNA processing",0.99995517432428,0.966722923952435,"BP",FALSE
"273","GO:0000964","mitochondrial RNA 5-end processing",NA,0.530416300971639,"BP",FALSE
"274","GO:0000965","mitochondrial RNA 3-end processing",NA,0.61128608063412,"BP",FALSE
"275","GO:0000966","RNA 5-end processing",0.998876492193559,0.898627241364946,"BP",FALSE
"276","GO:0000972","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery",0.988305412158741,0.412516917540353,"BP",FALSE
"277","GO:0000974","Prp19 complex",0.910937108933343,0.580873695727188,"CC",FALSE
"278","GO:0000976","transcription regulatory region sequence-specific DNA binding",4.35569999326952e-09,4.18350785912492e-22,"MF",FALSE
"279","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",4.9058928363635e-10,1.32895152160132e-19,"MF",FALSE
"280","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",8.60548504562946e-13,6.28374190219003e-15,"MF",FALSE
"281","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",0.808212440341965,0.106098550409811,"MF",FALSE
"282","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",1.90521428705087e-18,2.62901289489247e-27,"MF",FALSE
