GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0016477	6.00120692812691e-29	1.63213414662888	1000.93159222437	1253	2347	cell migration	5.04847806326654	2.211201460842e-26
GO:0048513	1.098017438193e-28	1.40996780690091	2545.18949399021	2901	5968	animal organ development	1.80769718435768	3.93928203549609e-26
GO:0048870	1.04330571574346e-27	1.59038075031956	1075.13785428105	1329	2521	cell motility	4.64103529558374	3.55584670568265e-25
GO:0051674	1.04330571574346e-27	1.59038075031956	1075.13785428105	1329	2521	localization of cell	4.64103529558374	3.55584670568265e-25
GO:0051094	1.25798938552468e-27	1.65281442027881	892.181035761982	1126	2092	positive regulation of developmental process	5.71019069276018	4.17141596468309e-25
GO:0022610	1.28511311168994e-27	1.6393948620549	925.445911856359	1163	2170	biological adhesion	5.48145469217864	4.17141596468309e-25
GO:0007155	1.46028773353763e-27	1.64016741436741	921.181184151951	1158	2160	cell adhesion	5.50854166666667	4.62979131891129e-25
GO:0035556	4.25694132954663e-27	1.46288561088294	1708.87639115596	2011	4007	intracellular signal transduction	2.77977066462615	1.31897457149339e-24
GO:0040011	7.88213567417438e-27	1.52864217035433	1276.00652915863	1544	2992	locomotion	3.82789220452401	2.38793679213376e-24
GO:0051270	1.17058445927879e-26	1.74785125378192	677.23875945986	880	1588	regulation of cellular component movement	7.74492573393651	3.46925607246689e-24
GO:0048646	1.84464151838085e-26	1.63298747841259	894.313399614186	1123	2097	anatomical structure formation involved in morphogenesis	5.66785168266131	5.35063783406088e-24
GO:0034330	1.93939625092347e-26	1.86936842528366	526.267398723846	706	1234	cell junction organization	10.2898717851054	5.50828939350826e-24
GO:0099536	2.62582010019329e-26	1.8648505941668	527.546817035168	707	1237	synaptic signaling	10.2545261340414	7.30567457672144e-24
GO:0061061	5.55810454540978e-26	1.87239556381975	513.046742840184	689	1203	muscle structure development	10.5663148861015	1.51547278535143e-23
GO:0051960	7.43781774023961e-26	1.72885083195485	681.929959934708	882	1599	regulation of nervous system development	7.65609368894959	1.98823076966052e-23
GO:0042221	1.91728384646794e-25	1.37748686693834	2598.4985902953	2934	6093	response to chemical	1.75401512887031	5.02660205363412e-23
GO:0098916	2.73449043075057e-25	1.85847054551187	510.061433447099	683	1196	anterograde trans-synaptic signaling	10.5972682072907	6.90357556341157e-23
GO:0007268	2.73449043075057e-25	1.85847054551187	510.061433447099	683	1196	chemical synaptic transmission	10.5972682072907	6.90357556341157e-23
GO:0099537	3.51428845642882e-25	1.84898411933295	516.45852500371	690	1211	trans-synaptic signaling	10.4423052925938	8.71096264118074e-23
GO:2000145	3.63409003353179e-25	1.75982902179078	616.679626057278	805	1446	regulation of cell motility	8.54466176546547	8.84706239770338e-23
GO:0030334	4.74082830422429e-25	1.78250078864653	584.694168274225	768	1371	regulation of cell migration	9.06821674990065	1.1338896889735e-22
GO:0006811	5.28471432692735e-25	1.55725737553321	1052.96127021813	1291	2469	ion transport	4.70023577906748	1.2421812141207e-22
GO:0048666	8.28180459556147e-25	1.59915766345597	912.225255972696	1135	2139	neuron development	5.50566615981698	1.91365833985236e-22
GO:0030029	2.64888385798057e-24	1.79625212579393	548.870455557204	724	1287	actin filament-based process	9.70101227443885	6.01870560597486e-22
GO:0007167	2.97996742009712e-24	1.6942273080509	686.194687639116	880	1609	enzyme linked receptor protein signaling pathway	7.54407792401428	6.65998292429247e-22
GO:0070887	5.41390931475068e-24	1.4074628114392	1916.14215759015	2211	4493	cellular response to chemical stimulus	2.43081264626643	1.19044880141929e-21
GO:0009887	2.67225190162291e-23	1.57658722047667	905.401691645645	1120	2123	animal organ morphogenesis	5.51510285150481	5.78266828171828e-21
GO:0071495	9.63409174844237e-23	1.55700394013942	936.107731117376	1151	2195	cellular response to endogenous stimulus	5.3020260376399	2.05221207510179e-20
GO:0048523	2.96099258683069e-22	1.34165798921073	2729.85220359104	3046	6401	negative regulation of cellular process	1.64994636319836	6.21034029788658e-20
GO:0051240	4.22186265107864e-22	1.49092836291767	1147.21175248553	1378	2690	positive regulation of multicellular organismal process	4.22649382954907	8.72070507911442e-20
GO:0050767	1.01876196857983e-21	1.69255495267612	604.738388484938	777	1418	regulation of neurogenesis	8.57638243737082	2.07295252502221e-19
GO:0072359	1.06710628033369e-21	1.54586654002043	916.489983677103	1124	2149	circulatory system development	5.40168260324745	2.13939116467489e-19
GO:0048583	1.09037562168356e-21	1.3512128818211	2386.9680961567	2687	5597	regulation of response to stimulus	1.90367424494777	2.15436099281334e-19
GO:0009966	1.47008550782864e-21	1.38563304255794	1856.00949695801	2131	4352	regulation of signal transduction	2.49713060847616	2.86309653260397e-19
GO:0031175	4.42115784406555e-21	1.58372927949112	783.430479299599	974	1837	neuron projection development	6.40584204975509	8.48924575889376e-19
GO:0009719	4.93551787557129e-21	1.48412403483526	1105.84389375278	1327	2593	response to endogenous stimulus	4.38027594837268	9.34526599967546e-19
GO:0019932	8.77616224852653e-21	2.06853070175439	294.266211604096	414	690	second-messenger-mediated signaling	19.2991304347826	1.63897835526249e-18
GO:0045944	9.8545135239597e-21	1.62147092754722	687.900578720878	866	1613	positive regulation of transcription by RNA polymerase II	7.38728303704134	1.81549436313706e-18
GO:0001568	1.02245257750366e-20	1.71241106531472	545.885146164119	706	1280	blood vessel development	9.56357666015625	1.85854613188098e-18
GO:0030036	1.04980673182658e-20	1.77070416339594	480.208339516249	631	1126	actin cytoskeleton organization	11.0455707024977	1.88315989144628e-18
GO:0006810	1.08455839499446e-20	1.31933378936946	2947.3533165158	3257	6911	transport	1.51346211556273	1.92023176609863e-18
GO:0060284	1.13007960443002e-20	1.62291742079914	682.78290547559	860	1601	regulation of cell development	7.44648585889285	1.97517631374287e-18
GO:0071310	1.66002749536045e-20	1.3989972310088	1594.1552159074	1847	3738	cellular response to organic substance	2.93375527208737	2.86470314484165e-18
GO:0000902	2.10904838764376e-20	1.55047751232358	836.313102834248	1029	1961	cell morphogenesis	5.93875992355782	3.59408208359342e-18
GO:0032989	3.66964844187071e-20	1.61152498471929	684.062323786912	859	1604	cellular component morphogenesis	7.41003087667365	6.17633545778066e-18
GO:0051241	3.90281090171068e-20	1.56725092391924	779.592224365633	965	1828	negative regulation of multicellular organismal process	6.40929870384824	6.4886611003685e-18
GO:0042692	9.63261912945311e-20	1.97443361508826	317.295741207894	438	744	muscle cell differentiation	17.5615894901145	1.58110328645439e-17
GO:0042391	9.74199927104591e-20	1.97070223836296	319.001632289657	440	748	regulation of membrane potential	17.4536017615602	1.58110328645439e-17
GO:0051049	1.21921872283432e-19	1.44595356210707	1189.43255675916	1409	2789	regulation of transport	4.02021746807652	1.95548339392945e-17
GO:0003012	1.31322608554012e-19	1.97916103829725	312.604540733046	432	733	muscle system process	17.8447874421401	2.08176874699632e-17
GO:0001944	1.36564219708457e-19	1.65761462300076	583.841222733343	744	1369	vasculature development	8.81052161473854	2.13997701986827e-17
GO:0050808	1.47748752639086e-19	1.92044680960084	341.604689123015	466	801	synapse organization	16.1196818583512	2.28893039173711e-17
GO:0040012	1.68850182124477e-19	1.59924648150455	680.650541623386	852	1596	regulation of locomotion	7.42351178698626	2.58644329539663e-17
GO:0072358	2.40663547930491e-19	1.646481743425	591.944205371717	752	1388	cardiovascular system development	8.66312318846598	3.64551794326265e-17
GO:0050877	4.82809194193106e-19	1.55560960342864	755.709749220953	933	1772	nervous system process	6.59462022736422	7.2331184004776e-17
GO:0098655	5.44456838687851e-19	1.67860259330588	533.943908591779	685	1252	cation transmembrane transport	9.69878864742929	8.06802182807769e-17
GO:0048514	1.1227813678288e-18	1.71101017315049	484.899539991097	628	1137	blood vessel morphogenesis	10.7813785757548	1.64590090189355e-16
GO:0051234	1.17904974181792e-18	1.29741603975711	3016.01543255676	3310	7072	establishment of localization	1.46885549218382	1.70999841810678e-16
GO:0045597	1.59737284854737e-18	1.6030470329475	632.885591334026	794	1484	positive regulation of cell differentiation	8.00181087030754	2.29231410992066e-16
GO:0034762	2.40382443699772e-18	1.8394772734354	365.060691497255	489	856	regulation of transmembrane transport	14.8114273080618	3.41368109891562e-16
GO:0022603	3.10586063801496e-18	1.53502140562029	766.798041252411	941	1798	regulation of anatomical structure morphogenesis	6.46019802004699	4.3651750595936e-16
GO:0050804	3.81779424693667e-18	1.88861078873941	330.516397091557	448	775	modulation of chemical synaptic transmission	16.554275962539	5.25334078126951e-16
GO:0099177	3.81779424693667e-18	1.88861078873941	330.516397091557	448	775	regulation of trans-synaptic signaling	16.554275962539	5.25334078126951e-16
GO:0006357	3.8534004116992e-18	1.42683741909575	1169.38833654845	1378	2742	regulation of transcription by RNA polymerase II	4.06770920617288	5.25334078126951e-16
GO:0006812	6.26169612339278e-18	1.53794367923172	743.768511648613	914	1744	cation transport	6.66943149776955	8.45204982675383e-16
GO:0051146	6.55033574880182e-18	2.04959765246854	255.030716723549	358	598	striated muscle cell differentiation	22.2185769734119	8.75497326111914e-16
GO:0016192	7.06965656974787e-18	1.41439052515732	1217.57975960825	1428	2855	vesicle-mediated transport	3.88822657273165	9.35734252576434e-16
GO:0034329	1.01759330541697e-17	1.90473892871404	313.031013503487	426	734	cell junction assembly	17.5490277602477	1.33392783968746e-15
GO:0030030	1.04484084464967e-17	1.42820875940163	1125.46164119306	1328	2639	cell projection organization	4.23208981895005	1.35660145096276e-15
GO:0010033	1.38510157334628e-17	1.3329318091714	1932.77459563733	2182	4532	response to organic substance	2.35781933941944	1.78112748278583e-15
GO:0120036	1.39793618908592e-17	1.42980782702097	1106.69683929366	1307	2595	plasma membrane bounded cell projection organization	4.30761067860603	1.78112748278583e-15
GO:0044057	1.46020643309704e-17	1.68726957566243	476.796557352723	614	1118	regulation of system process	10.9023556632243	1.84324021318629e-15
GO:0045664	1.79668247566869e-17	1.6716779608417	492.149577088589	631	1154	regulation of neuron differentiation	10.5160664886507	2.24717176062306e-15
GO:0007169	3.24000718575109e-17	1.67787295583491	476.370084582282	612	1117	transmembrane receptor protein tyrosine kinase signaling pathway	10.8863090080942	4.01554708757678e-15
GO:0034765	3.67386294180842e-17	1.87810848584912	315.589850126131	427	740	regulation of ion transmembrane transport	17.3061322132944	4.51223184555623e-15
GO:0048519	5.43240185263499e-17	1.28095777556625	2993.4123757234	3272	7019	negative regulation of biological process	1.47400308295553	6.612494147944e-15
GO:0051093	7.41014758511131e-17	1.57119937331555	620.517880991245	772	1455	negative regulation of developmental process	8.09332341375279	8.94004796706394e-15
GO:0034220	7.6164527142404e-17	1.51726923239011	739.077311173765	903	1733	ion transmembrane transport	6.6730780820627	9.10834209238941e-15
GO:0000904	8.27744116516992e-17	1.5557829813172	648.665083840332	803	1521	cell morphogenesis involved in differentiation	7.70358180735969	9.81272655693579e-15
GO:0009888	9.19768981840434e-17	1.35845397176689	1514.40480783499	1736	3551	tissue development	3.05551174854779	1.08096642495092e-14
GO:0007264	1.08487218649078e-16	1.81309238203044	343.737052975219	458	806	small GTPase mediated signal transduction	15.6469961640057	1.26410790755802e-14
GO:0048667	1.83218113654895e-16	1.61409502632353	532.664490280457	672	1249	cell morphogenesis involved in neuron differentiation	9.56048617917553	2.1167902910654e-14
GO:0006936	2.14375666606384e-16	1.98993836113125	250.765989019142	348	588	muscle contraction	22.3388171595169	2.45595248978557e-14
GO:0001525	2.30917519513543e-16	1.72903908896509	398.752040362072	520	935	angiogenesis	13.2012696960165	2.62341545294011e-14
GO:0048812	2.37860002805221e-16	1.58795614651973	568.914675767918	712	1334	neuron projection morphogenesis	8.87981496508118	2.67995489111039e-14
GO:0048858	2.8183899994909e-16	1.57955680205641	580.002967799377	724	1360	cell projection morphogenesis	8.68753027681661	3.14943531664422e-14
GO:0120039	2.95047313453296e-16	1.58005071277403	578.297076717614	722	1356	plasma membrane bounded cell projection morphogenesis	8.71471924191401	3.27022766203967e-14
GO:0030001	3.5093772049447e-16	1.57693321402036	580.429440569818	724	1361	metal ion transport	8.67476857412943	3.85833382540412e-14
GO:0009893	4.94950819281997e-16	1.30120965809479	2147.71687193946	2393	5036	positive regulation of metabolic process	2.09414542537574	5.39813161541717e-14
GO:0065009	5.11682956367202e-16	1.32932881120818	1717.40584656477	1944	4027	regulation of molecular function	2.6605325895253	5.53632836837624e-14
GO:0006813	5.17395930822056e-16	2.34658940654896	159.927288915269	237	375	potassium ion transport	37.404288	5.55406198810794e-14
GO:0045893	5.91652035691805e-16	1.45327625529238	881.092743730524	1053	2066	positive regulation of transcription, DNA-templated	5.47524199012453	6.30155640827061e-14
GO:0007517	6.33276836074548e-16	1.84223300970874	308.339813028639	414	723	muscle organ development	17.577589917529	6.69260705907311e-14
GO:0051128	8.44337853436232e-16	1.34972342200099	1469.19869416827	1681	3445	regulation of cellular component organization	3.14358235679483	8.85450611992011e-14
GO:0015672	1.41651439618156e-15	1.80307155702172	323.266359994064	430	758	monovalent inorganic cation transport	16.6098467707688	1.47414814985826e-13
GO:0055085	1.91806647960249e-15	1.42113339470858	972.784389375278	1149	2281	transmembrane transport	4.90122951142628	1.98098487245612e-13
GO:0032990	1.96084162236351e-15	1.55187965850605	591.944205371717	733	1388	cell part morphogenesis	8.44424108662974	2.00993637877307e-13
GO:1901701	2.89127319065869e-15	1.47848508983862	753.577385368749	910	1767	cellular response to oxygen-containing compound	6.4685043568997	2.94154682151119e-13
GO:0009605	3.01256074811693e-15	1.32447582697615	1650.87609437602	1868	3871	response to external stimulus	2.76672574271215	3.04224005030208e-13
GO:0010604	3.34707071266284e-15	1.30050799048781	1977.55423653361	2209	4637	positive regulation of macromolecule metabolic process	2.28011685922214	3.35519228130386e-13
GO:0045860	3.59751227073322e-15	1.75576854442852	344.5899985161	453	808	positive regulation of protein kinase activity	15.3996575090677	3.57991859758438e-13
GO:0032870	3.81845550313194e-15	1.6546803469213	433.29633476777	554	1016	cellular response to hormone stimulus	11.9112661975324	3.77224665755056e-13
GO:0042493	6.01662128933175e-15	1.50003575680538	677.665232230301	825	1589	response to drug	7.25173183636241	5.90105021852229e-13
GO:0051962	6.11479137053409e-15	1.70026208012637	382.119602314884	495	896	positive regulation of nervous system development	13.6843685227997	5.95449648246366e-13
GO:0097435	8.82177824998452e-15	1.60291246044613	482.767176138893	608	1132	supramolecular fiber organization	10.5304348911836	8.52959594908078e-13
GO:0031032	1.79446836939676e-14	2.1469368246761	176.559726962457	253	414	actomyosin structure organization	32.7608695652174	1.72281600563282e-12
GO:0051254	1.8585167674943e-14	1.40403669529872	967.66671612999	1137	2269	positive regulation of RNA metabolic process	4.90147796551174	1.77182930708041e-12
GO:0019935	1.94181016830327e-14	2.30564625925639	147.986051342929	218	347	cyclic-nucleotide-mediated signaling	40.1821458528848	1.83838180725545e-12
GO:0060537	2.04907263108557e-14	1.7633955258282	319.428105060098	421	749	muscle tissue development	16.6553606856316	1.92655221928204e-12
GO:0098662	2.49075894231465e-14	1.60708988652946	459.737646535094	580	1078	inorganic cation transmembrane transport	11.0770994179422	2.3257888123682e-12
GO:0030155	2.57495017085998e-14	1.62487890035602	437.561062472177	555	1026	regulation of cell adhesion	11.7012927054478	2.37367317321774e-12
GO:0098609	2.57686224335235e-14	1.53887220890627	562.944056981748	695	1320	cell-cell adhesion	8.85263429752066	2.37367317321774e-12
GO:1903508	3.1089340656687e-14	1.41021055900759	920.754711381511	1085	2159	positive regulation of nucleic acid-templated transcription	5.16606701033471	2.84457034344037e-12
GO:1902680	3.64834121885498e-14	1.40876482222586	921.181184151951	1085	2160	positive regulation of RNA biosynthetic process	5.16128472222222	3.31585572244333e-12
GO:0051173	3.67654088434554e-14	1.29760566309305	1808.67101943909	2024	4241	positive regulation of nitrogen compound metabolic process	2.49752327925133	3.31935641564787e-12
GO:0035239	4.7516710322598e-14	1.45907177106062	732.680219617154	880	1718	tube morphogenesis	6.61716455634445	4.26181126202618e-12
GO:0090257	4.82888970085583e-14	2.14457397085426	171.015580946728	245	401	regulation of muscle system process	33.8152747806295	4.3027616530567e-12
GO:0016358	5.6621657135074e-14	2.04272948608278	193.618637780086	272	454	dendrite development	29.2882066409206	5.01248734884717e-12
GO:0002376	6.25338806412854e-14	1.30563082195794	1655.56729485087	1862	3882	immune system process	2.74223201125633	5.50015738569448e-12
GO:1901700	6.39937590231579e-14	1.37607597223598	1060.63778008607	1233	2487	response to oxygen-containing compound	4.42432567323544	5.59248023565841e-12
GO:0042127	7.05679109912416e-14	1.38783676830382	993.681555126873	1161	2330	regulation of cell population proliferation	4.7463084602774	6.12772185059616e-12
GO:0006366	7.91554658440027e-14	1.34744059481639	1235.9180887372	1419	2898	transcription by RNA polymerase II	3.7499131977933	6.82991434083094e-12
GO:1905114	8.16543371211292e-14	1.61551596076188	429.884552604244	544	1008	cell surface receptor signaling pathway involved in cell-cell signaling	11.8826530612245	7.00121747152424e-12
GO:0010628	8.59175954203133e-14	1.33755439059958	1308.84493248256	1496	3069	positive regulation of gene expression	3.52511588307634	7.32071611478207e-12
GO:0007420	1.28202585205669e-13	1.48255200707806	643.547410595044	780	1509	brain development	7.60241730531325	1.08558126963284e-11
GO:0014706	1.35396821185356e-13	1.75241787964177	304.928030865113	401	715	striated muscle tissue development	17.4087613086215	1.13942275507405e-11
GO:0007417	1.80360059576494e-13	1.41458741780576	840.151357768215	993	1970	central nervous system development	5.67874513643742	1.50849613018794e-11
GO:0060322	2.29150563677925e-13	1.4635851884927	675.959341148538	814	1585	head development	7.1912014250316	1.90488392354948e-11
GO:1904062	2.94881145481966e-13	1.91220285790598	220.912895088292	302	518	regulation of cation transmembrane transport	24.9794576705774	2.43643312506403e-11
GO:0008283	3.33582527504847e-13	1.34722813790616	1161.28535391008	1335	2723	cell population proliferation	3.99596397926344	2.73959674546601e-11
GO:0050790	3.3613646400453e-13	1.32512551451218	1333.15388039769	1517	3126	regulation of catalytic activity	3.44542828828364	2.74404096633159e-11
GO:0007189	3.5075410250079e-13	2.65102874260806	99.3681555126873	154	233	adenylate cyclase-activating G protein-coupled receptor signaling pathway	62.9570631251266	2.84632778535313e-11
GO:0032412	3.55992024352578e-13	2.06423482672849	175.706781421576	248	412	regulation of ion transmembrane transporter activity	32.4259590913375	2.85652880684421e-11
GO:0045596	3.56201787694209e-13	1.57377841261955	456.752337142009	571	1071	negative regulation of cell differentiation	11.0482310571287	2.85652880684421e-11
GO:0060047	4.0085228728467e-13	1.83994960026958	246.927734085176	332	579	heart contraction	21.9794356895487	3.18592888472001e-11
GO:0031325	4.01950977900567e-13	1.27692796872677	1912.73037542662	2123	4485	positive regulation of cellular metabolic process	2.34239795975437	3.18592888472001e-11
GO:0035295	4.15989209269294e-13	1.39520736997764	888.769253598457	1043	2084	tube development	5.32996627259699	3.27813924275624e-11
GO:0071805	5.35701618121406e-13	2.24889694911915	139.030123163674	203	326	potassium ion transmembrane transport	42.3932214234634	4.19725296543054e-11
GO:0009725	6.17304295152931e-13	1.47353310135014	624.356135925211	755	1464	response to hormone	7.81808485622145	4.80897683189709e-11
GO:0006887	7.14157790819064e-13	1.50253214901233	558.2528565069	682	1309	exocytosis	8.83365966707539	5.53188247854335e-11
GO:0019933	7.22312548618016e-13	2.31872854711702	127.941831132215	189	300	cAMP-mediated signaling	46.6074	5.56343896910136e-11
GO:0051272	7.42679004068387e-13	1.64721935570924	362.928327645051	464	851	positive regulation of cellular component movement	14.2198312346987	5.68817014745186e-11
GO:0006814	8.19955618025532e-13	2.23056623076068	139.456595934115	203	327	sodium ion transport	42.1343321269253	6.24494689415758e-11
GO:0030335	8.80243661970683e-13	1.66947218119586	341.178216352575	439	800	positive regulation of cell migration	15.223696875	6.66686769091463e-11
GO:0048598	9.26164696376378e-13	1.47763870000833	604.311915714498	732	1417	embryonic morphogenesis	8.0910887006204	6.97591342856307e-11
GO:0045935	9.53677935084356e-13	1.35624514038877	1050.82890636593	1214	2464	positive regulation of nucleobase-containing compound metabolic process	4.4378524782847	7.14367653242034e-11
GO:0003015	9.64652754942375e-13	1.80722156415983	253.324825641787	338	594	heart process	21.2607897153352	7.18639945799421e-11
GO:0010941	1.1526331105435e-12	1.37051190797467	963.401988425582	1120	2259	regulation of cell death	4.8710337931144	8.54013434567364e-11
GO:0008219	1.18465437742017e-12	1.32455102758287	1260.65350942276	1436	2956	cell death	3.6473812579996	8.72994223101039e-11
GO:0043269	1.25947602730917e-12	1.54245975820966	477.223030123164	591	1119	regulation of ion transport	10.4752136506408	9.23141757005692e-11
GO:2000147	1.51739691266204e-12	1.64690153552913	352.692981154474	451	827	positive regulation of cell motility	14.6352823173166	1.10623915028458e-10
GO:0022898	1.64815620401239e-12	1.99591943015685	181.677400207746	253	426	regulation of transmembrane transporter activity	30.9411823050982	1.19517625155856e-10
GO:0032409	1.76725437097604e-12	1.97181694969306	187.648018993916	260	440	regulation of transporter activity	29.8059917355372	1.27476078515959e-10
GO:0050803	2.43771004002112e-12	1.97060316863335	185.515655141712	257	435	regulation of synapse structure or activity	30.1432580261593	1.74912110397936e-10
GO:0009891	2.8332416630969e-12	1.33676265411749	1119.06454963644	1283	2624	positive regulation of biosynthetic process	4.13556238613548	2.02228186350785e-10
GO:0031344	3.21392219363081e-12	1.51695901705602	498.120195874759	612	1168	regulation of cell projection organization	9.95637666541565	2.28205214925879e-10
GO:0048878	3.35241486491184e-12	1.41187194665335	748.886184893901	886	1756	chemical homeostasis	6.37705672967658	2.36805553644265e-10
GO:0010647	3.63305460936571e-12	1.32830391051477	1165.12360884404	1331	2732	positive regulation of cell communication	3.95778544617344	2.5530635819321e-10
GO:0007010	3.82170383382154e-12	1.38376868607396	851.239649799674	996	1996	cytoskeleton organization	5.54847771695696	2.67186094187123e-10
GO:0031328	4.09012017898196e-12	1.33615118887052	1103.28505713014	1265	2587	positive regulation of cellular biosynthetic process	4.19501240853849	2.84492900000312e-10
GO:0140352	4.29131826744001e-12	1.35248032519557	1000.07864668348	1155	2345	export from cell	4.66156636858352	2.96972294111724e-10
GO:0023056	4.33655422170872e-12	1.3264586225257	1168.53539100757	1334	2740	positive regulation of signaling	3.94357664233577	2.98587089416944e-10
GO:0051017	4.60000100217499e-12	2.4207622165069	107.897610921502	162	253	actin filament bundle assembly	56.1706635004453	3.15134742023375e-10
GO:1901888	4.84715830998833e-12	2.05381133873273	160.35376168571	226	376	regulation of cell junction assembly	35.4787516976007	3.30406546200355e-10
GO:0007416	5.2572050054367e-12	2.1136965248589	147.986051342929	211	347	synapse assembly	38.8918934631132	3.56574506662281e-10
GO:0046903	5.4613520847135e-12	1.34224269520142	1048.69654251373	1206	2459	secretion	4.42655466693216	3.68587192925243e-10
GO:0001775	5.55715844911954e-12	1.39613040088584	787.268734233566	926	1846	cell activation	6.03091454804332	3.73205621363777e-10
GO:0048584	5.94698474586727e-12	1.30344129030923	1342.96275411782	1517	3149	positive regulation of response to stimulus	3.39528192298643	3.97427661962787e-10
GO:0050769	5.99129416658119e-12	1.64425291717859	334.781124795964	428	785	positive regulation of neurogenesis	15.4148760598807	3.98435674990251e-10
