"","GOID","Ontology.ATAC","Pvalue.ATAC","Term.ATAC","lipid.related"
"26","GO:0000165","BP",0.00134196417190042,"MAPK cascade",FALSE
"27","GO:0000166","MF",0.461007690743104,"nucleotide binding",FALSE
"28","GO:0000185","BP",0.3497979164619,"activation of MAPKKK activity",FALSE
"29","GO:0000186","BP",0.504150706865393,"activation of MAPKK activity",FALSE
"30","GO:0000187","BP",0.826477608407525,"activation of MAPK activity",FALSE
"31","GO:0000188","BP",0.14390177931135,"inactivation of MAPK activity",FALSE
"32","GO:0000209","BP",0.958444734259895,"protein polyubiquitination",FALSE
"33","GO:0000217","MF",0.598806039765519,"DNA secondary structure binding",FALSE
"34","GO:0000226","BP",0.436145274138366,"microtubule cytoskeleton organization",FALSE
"35","GO:0000228","CC",2.59182531651751e-05,"nuclear chromosome",FALSE
"36","GO:0000245","BP",0.747158693837168,"spliceosomal complex assembly",FALSE
"37","GO:0000271","BP",0.0246504381011919,"polysaccharide biosynthetic process",FALSE
"38","GO:0000272","BP",0.187078943249618,"polysaccharide catabolic process",FALSE
"39","GO:0000278","BP",0.386750297400663,"mitotic cell cycle",FALSE
"40","GO:0000280","BP",0.800028658217813,"nuclear division",FALSE
"41","GO:0000281","BP",0.615793251379046,"mitotic cytokinesis",FALSE
"42","GO:0000287","MF",0.747963045996607,"magnesium ion binding",FALSE
"43","GO:0000288","BP",0.529331488188676,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",FALSE
"44","GO:0000289","BP",0.172469832666201,"nuclear-transcribed mRNA poly(A) tail shortening",FALSE
"45","GO:0000295","MF",0.353156521687117,"adenine nucleotide transmembrane transporter activity",FALSE
"46","GO:0000302","BP",0.741307668503484,"response to reactive oxygen species",FALSE
"47","GO:0000307","CC",0.654297615078946,"cyclin-dependent protein kinase holoenzyme complex",FALSE
"48","GO:0000313","CC",0.822713729057686,"organellar ribosome",FALSE
"49","GO:0000315","CC",0.668419544758972,"organellar large ribosomal subunit",FALSE
"50","GO:0000323","CC",0.95884858598904,"lytic vacuole",FALSE
"51","GO:0000375","BP",0.899677931202898,"RNA splicing, via transesterification reactions",FALSE
"52","GO:0000377","BP",0.8947880402851,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",FALSE
"53","GO:0000380","BP",0.153209356738196,"alternative mRNA splicing, via spliceosome",FALSE
"54","GO:0000381","BP",0.281039237192432,"regulation of alternative mRNA splicing, via spliceosome",FALSE
"55","GO:0000398","BP",0.8947880402851,"mRNA splicing, via spliceosome",FALSE
"56","GO:0000400","MF",0.3116015572854,"four-way junction DNA binding",FALSE
"57","GO:0000407","CC",0.582947169189327,"phagophore assembly site",FALSE
"58","GO:0000414","BP",0.185295924883214,"regulation of histone H3-K36 methylation",FALSE
"59","GO:0000428","CC",0.892636346841911,"DNA-directed RNA polymerase complex",FALSE
"60","GO:0000460","BP",0.541264185123578,"maturation of 5.8S rRNA",FALSE
"61","GO:0000470","BP",0.502013074193667,"maturation of LSU-rRNA",FALSE
"62","GO:0000578","BP",0.284512593609575,"embryonic axis specification",FALSE
"63","GO:0000723","BP",0.480001434112886,"telomere maintenance",FALSE
"64","GO:0000724","BP",0.584818872728778,"double-strand break repair via homologous recombination",FALSE
"65","GO:0000725","BP",0.589360438448689,"recombinational repair",FALSE
"66","GO:0000775","CC",0.943011451337925,"chromosome, centromeric region",FALSE
"67","GO:0000776","CC",0.834329825123278,"kinetochore",FALSE
"68","GO:0000777","CC",0.914702021236249,"condensed chromosome kinetochore",FALSE
"69","GO:0000779","CC",0.936365599729498,"condensed chromosome, centromeric region",FALSE
"70","GO:0000781","CC",0.683125506408389,"chromosome, telomeric region",FALSE
"71","GO:0000784","CC",0.77306674022517,"nuclear chromosome, telomeric region",FALSE
"72","GO:0000785","CC",1.29290240353876e-05,"chromatin",FALSE
"73","GO:0000790","CC",1.90263044749814e-06,"nuclear chromatin",FALSE
"74","GO:0000791","CC",0.661432029503278,"euchromatin",FALSE
"75","GO:0000792","CC",0.826378119068953,"heterochromatin",FALSE
"76","GO:0000793","CC",0.881347528857154,"condensed chromosome",FALSE
"77","GO:0000794","CC",0.888051438275771,"condensed nuclear chromosome",FALSE
"78","GO:0000819","BP",0.837768020231142,"sister chromatid segregation",FALSE
"79","GO:0000900","MF",0.267383735731547,"translation repressor activity, mRNA regulatory element binding",FALSE
"80","GO:0000902","BP",0.00136576042167962,"cell morphogenesis",FALSE
"81","GO:0000904","BP",7.76429585167561e-05,"cell morphogenesis involved in differentiation",FALSE
"82","GO:0000910","BP",0.891487316910057,"cytokinesis",FALSE
"83","GO:0000912","BP",0.218022014659356,"assembly of actomyosin apparatus involved in cytokinesis",FALSE
"84","GO:0000915","BP",0.218022014659356,"actomyosin contractile ring assembly",FALSE
"85","GO:0000922","CC",0.81748979464299,"spindle pole",FALSE
"86","GO:0000956","BP",0.950007314270325,"nuclear-transcribed mRNA catabolic process",FALSE
"87","GO:0000972","BP",0.15120371479826,"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery",FALSE
"88","GO:0000976","MF",6.04549551785199e-10,"transcription regulatory region sequence-specific DNA binding",FALSE
"89","GO:0000977","MF",1.24363277274022e-08,"RNA polymerase II transcription regulatory region sequence-specific DNA binding",FALSE
"90","GO:0000978","MF",2.10218094414082e-07,"RNA polymerase II cis-regulatory region sequence-specific DNA binding",FALSE
"91","GO:0000979","MF",0.183055323766947,"RNA polymerase II core promoter sequence-specific DNA binding",FALSE
"92","GO:0000981","MF",1.18749881268942e-10,"DNA-binding transcription factor activity, RNA polymerase II-specific",FALSE
"93","GO:0000987","MF",1.4004280238956e-08,"cis-regulatory region sequence-specific DNA binding",FALSE
"94","GO:0000993","MF",0.590382387216583,"RNA polymerase II complex binding",FALSE
"95","GO:0001046","MF",0.0949650159267249,"core promoter sequence-specific DNA binding",FALSE
"96","GO:0001067","MF",6.42527513635698e-10,"regulatory region nucleic acid binding",FALSE
"97","GO:0001085","MF",0.00501467661537233,"RNA polymerase II transcription factor binding",FALSE
"98","GO:0001098","MF",0.729722918814449,"basal transcription machinery binding",FALSE
"99","GO:0001099","MF",0.729722918814449,"basal RNA polymerase II transcription machinery binding",FALSE
"100","GO:0001101","BP",0.0517759787835046,"response to acid chemical",FALSE
"101","GO:0001102","MF",0.0393944729039808,"RNA polymerase II activating transcription factor binding",FALSE
"102","GO:0001216","MF",2.5942268911221e-07,"DNA-binding transcription activator activity",FALSE
"103","GO:0001217","MF",0.0230383472496385,"DNA-binding transcription repressor activity",FALSE
"104","GO:0001221","MF",0.0128721211914238,"transcription cofactor binding",FALSE
"105","GO:0001222","MF",0.0417021889581192,"transcription corepressor binding",FALSE
"106","GO:0001223","MF",0.0484762010072812,"transcription coactivator binding",FALSE
"107","GO:0001224","MF",0.187302730009116,"RNA polymerase II transcription cofactor binding",FALSE
"108","GO:0001225","MF",0.152876770614743,"RNA polymerase II transcription coactivator binding",FALSE
"109","GO:0001227","MF",0.0225550486789592,"DNA-binding transcription repressor activity, RNA polymerase II-specific",FALSE
"110","GO:0001228","MF",2.31948870477787e-07,"DNA-binding transcription activator activity, RNA polymerase II-specific",FALSE
"111","GO:0001501","BP",5.79153573544372e-06,"skeletal system development",FALSE
"112","GO:0001502","BP",0.586016064073789,"cartilage condensation",FALSE
"113","GO:0001503","BP",0.00629737296039037,"ossification",FALSE
"114","GO:0001504","BP",0.430617596517133,"neurotransmitter uptake",FALSE
"115","GO:0001505","BP",0.651938202380182,"regulation of neurotransmitter levels",FALSE
"116","GO:0001508","BP",0.204488102913821,"action potential",FALSE
"117","GO:0001516","BP",0.522040402193315,"prostaglandin biosynthetic process",FALSE
"118","GO:0001518","CC",0.475506780112124,"voltage-gated sodium channel complex",FALSE
"119","GO:0001523","BP",0.819788434830958,"retinoid metabolic process",FALSE
"120","GO:0001525","BP",0.0261604839343062,"angiogenesis",FALSE
"121","GO:0001530","MF",0.62305411569255,"lipopolysaccharide binding",FALSE
"122","GO:0001533","CC",0.14739803020724,"cornified envelope",FALSE
"123","GO:0001539","BP",0.689562434946924,"cilium or flagellum-dependent cell motility",FALSE
"124","GO:0001540","MF",0.036142251738057,"amyloid-beta binding",FALSE
"125","GO:0001541","BP",0.671108295357323,"ovarian follicle development",FALSE
"126","GO:0001547","BP",0.491687665091786,"antral ovarian follicle growth",FALSE
"127","GO:0001550","BP",0.0973788509468602,"ovarian cumulus expansion",FALSE
"128","GO:0001553","BP",0.264668543404844,"luteinization",FALSE
"129","GO:0001556","BP",0.59442953754111,"oocyte maturation",FALSE
"130","GO:0001558","BP",0.176673300628436,"regulation of cell growth",FALSE
"131","GO:0001568","BP",0.00441207902512708,"blood vessel development",FALSE
"132","GO:0001569","BP",0.731076319744634,"branching involved in blood vessel morphogenesis",FALSE
"133","GO:0001570","BP",0.0542561507434193,"vasculogenesis",FALSE
"134","GO:0001573","BP",0.436767773064008,"ganglioside metabolic process",FALSE
"135","GO:0001578","BP",0.320860597419173,"microtubule bundle formation",FALSE
"136","GO:0001618","MF",0.733986962249708,"virus receptor activity",FALSE
"137","GO:0001637","MF",0.573002081618396,"G protein-coupled chemoattractant receptor activity",FALSE
"138","GO:0001649","BP",0.000393795044900152,"osteoblast differentiation",FALSE
"139","GO:0001650","CC",0.349355357605925,"fibrillar center",FALSE
"140","GO:0001653","MF",0.861898138117572,"peptide receptor activity",FALSE
"141","GO:0001654","BP",3.93055737012726e-05,"eye development",FALSE
"142","GO:0001655","BP",6.60248717993084e-07,"urogenital system development",FALSE
"143","GO:0001656","BP",0.00426051044888615,"metanephros development",FALSE
"144","GO:0001657","BP",0.00568222928656967,"ureteric bud development",FALSE
"145","GO:0001658","BP",0.0184842661496406,"branching involved in ureteric bud morphogenesis",FALSE
"146","GO:0001659","BP",0.0209976775735907,"temperature homeostasis",FALSE
"147","GO:0001661","BP",0.249436597908758,"conditioned taste aversion",FALSE
"148","GO:0001662","BP",0.135802562308584,"behavioral fear response",FALSE
"149","GO:0001664","MF",0.413387405298399,"G protein-coupled receptor binding",FALSE
"150","GO:0001666","BP",0.925980439759124,"response to hypoxia",FALSE
"151","GO:0001667","BP",0.000108164100013238,"ameboidal-type cell migration",FALSE
"152","GO:0001669","CC",0.846830861578837,"acrosomal vesicle",FALSE
"153","GO:0001671","MF",0.485226916521387,"ATPase activator activity",FALSE
"154","GO:0001676","BP",0.239768384951901,"long-chain fatty acid metabolic process",TRUE
"155","GO:0001678","BP",0.590093026633285,"cellular glucose homeostasis",FALSE
"156","GO:0001696","BP",0.0726024352149673,"gastric acid secretion",FALSE
"157","GO:0001701","BP",0.20025877548452,"in utero embryonic development",FALSE
"158","GO:0001702","BP",0.0169379916811742,"gastrulation with mouth forming second",FALSE
"159","GO:0001704","BP",0.000535954758099204,"formation of primary germ layer",FALSE
"160","GO:0001706","BP",0.000379555885012816,"endoderm formation",FALSE
"161","GO:0001707","BP",0.000344049044219359,"mesoderm formation",FALSE
"162","GO:0001708","BP",2.84015374670857e-05,"cell fate specification",FALSE
"163","GO:0001709","BP",5.61352086512632e-05,"cell fate determination",FALSE
"164","GO:0001710","BP",0.116499014570512,"mesodermal cell fate commitment",FALSE
"165","GO:0001711","BP",2.91144912712664e-06,"endodermal cell fate commitment",FALSE
"166","GO:0001714","BP",6.63081069498369e-05,"endodermal cell fate specification",FALSE
"167","GO:0001725","CC",0.136286073047186,"stress fiber",FALSE
"168","GO:0001726","CC",0.916274948220433,"ruffle",FALSE
"169","GO:0001736","BP",0.703144152480067,"establishment of planar polarity",FALSE
"170","GO:0001738","BP",0.809549890510689,"morphogenesis of a polarized epithelium",FALSE
"171","GO:0001745","BP",0.115688502199175,"compound eye morphogenesis",FALSE
"172","GO:0001750","CC",0.975220449719689,"photoreceptor outer segment",FALSE
"173","GO:0001754","BP",0.357675446530135,"eye photoreceptor cell differentiation",FALSE
"174","GO:0001755","BP",0.00121457008557292,"neural crest cell migration",FALSE
"175","GO:0001756","BP",0.010653483073085,"somitogenesis",FALSE
"176","GO:0001757","BP",0.362997701283182,"somite specification",FALSE
"177","GO:0001759","BP",0.0562918278456143,"organ induction",FALSE
"178","GO:0001763","BP",0.00416457983058772,"morphogenesis of a branching structure",FALSE
"179","GO:0001764","BP",0.00836182604239171,"neuron migration",FALSE
"180","GO:0001771","BP",0.401014576536101,"immunological synapse formation",FALSE
"181","GO:0001772","CC",0.631981844244082,"immunological synapse",FALSE
"182","GO:0001773","BP",0.491687665091786,"myeloid dendritic cell activation",FALSE
"183","GO:0001774","BP",0.336928761771196,"microglial cell activation",FALSE
"184","GO:0001775","BP",0.112384396759386,"cell activation",FALSE
"185","GO:0001776","BP",0.90965510274072,"leukocyte homeostasis",FALSE
"186","GO:0001779","BP",0.123219251034344,"natural killer cell differentiation",FALSE
"187","GO:0001780","BP",0.491687665091786,"neutrophil homeostasis",FALSE
"188","GO:0001783","BP",0.136926961851107,"B cell apoptotic process",FALSE
"189","GO:0001784","MF",0.289182059621627,"phosphotyrosine residue binding",FALSE
"190","GO:0001786","MF",0.429557683671191,"phosphatidylserine binding",FALSE
"191","GO:0001816","BP",0.125888939743813,"cytokine production",FALSE
"192","GO:0001817","BP",0.196005164445936,"regulation of cytokine production",FALSE
"193","GO:0001818","BP",0.682894217070462,"negative regulation of cytokine production",FALSE
"194","GO:0001819","BP",0.462158291403635,"positive regulation of cytokine production",FALSE
"195","GO:0001822","BP",3.42714336129755e-07,"kidney development",FALSE
"196","GO:0001823","BP",0.00831757188605723,"mesonephros development",FALSE
"197","GO:0001824","BP",0.814075512579439,"blastocyst development",FALSE
"198","GO:0001825","BP",0.789873519856638,"blastocyst formation",FALSE
"199","GO:0001829","BP",0.413177018276405,"trophectodermal cell differentiation",FALSE
"200","GO:0001832","BP",0.362997701283182,"blastocyst growth",FALSE
"201","GO:0001834","BP",0.078691042477851,"trophectodermal cell proliferation",FALSE
"202","GO:0001837","BP",0.00298183560122295,"epithelial to mesenchymal transition",FALSE
"203","GO:0001838","BP",0.00385704179916467,"embryonic epithelial tube formation",FALSE
"204","GO:0001839","BP",0.322574197144041,"neural plate morphogenesis",FALSE
"205","GO:0001840","BP",0.413177018276405,"neural plate development",FALSE
"206","GO:0001841","BP",0.00311581167833679,"neural tube formation",FALSE
"207","GO:0001843","BP",0.1527154293641,"neural tube closure",FALSE
"208","GO:0001844","BP",0.172469832666201,"protein insertion into mitochondrial membrane involved in apoptotic signaling pathway",FALSE
"209","GO:0001846","MF",0.32574097985372,"opsonin binding",FALSE
"210","GO:0001848","MF",0.440643437915273,"complement binding",FALSE
"211","GO:0001849","MF",0.220332852298879,"complement component C1q complex binding",FALSE
"212","GO:0001872","MF",0.040622984188158,"(1->3)-beta-D-glucan binding",FALSE
"213","GO:0001878","BP",0.502013074193667,"response to yeast",FALSE
"214","GO:0001881","BP",0.322042969264331,"receptor recycling",FALSE
"215","GO:0001882","MF",0.963301917991046,"nucleoside binding",FALSE
"216","GO:0001883","MF",0.982800488290801,"purine nucleoside binding",FALSE
"217","GO:0001885","BP",0.11646045332964,"endothelial cell development",FALSE
"218","GO:0001887","BP",0.133627630104689,"selenium compound metabolic process",FALSE
"219","GO:0001889","BP",0.00218565515725658,"liver development",FALSE
"220","GO:0001890","BP",0.512178288707309,"placenta development",FALSE
"221","GO:0001892","BP",0.37609322267441,"embryonic placenta development",FALSE
"222","GO:0001893","BP",0.695786133242576,"maternal placenta development",FALSE
"223","GO:0001894","BP",0.971741999803726,"tissue homeostasis",FALSE
"224","GO:0001919","BP",0.172469832666201,"regulation of receptor recycling",FALSE
"225","GO:0001921","BP",0.375930156963989,"positive regulation of receptor recycling",FALSE
"226","GO:0001932","BP",0.00123111964018555,"regulation of protein phosphorylation",FALSE
"227","GO:0001933","BP",0.00963531548346614,"negative regulation of protein phosphorylation",FALSE
"228","GO:0001934","BP",0.0086688847214092,"positive regulation of protein phosphorylation",FALSE
"229","GO:0001935","BP",0.0159879517946915,"endothelial cell proliferation",FALSE
"230","GO:0001936","BP",0.0152757475469319,"regulation of endothelial cell proliferation",FALSE
"231","GO:0001937","BP",0.154786945140182,"negative regulation of endothelial cell proliferation",FALSE
"232","GO:0001938","BP",0.0478503241707342,"positive regulation of endothelial cell proliferation",FALSE
"233","GO:0001941","BP",0.179584042975296,"postsynaptic membrane organization",FALSE
"234","GO:0001942","BP",0.00102573237192297,"hair follicle development",FALSE
"235","GO:0001944","BP",0.00290796279911726,"vasculature development",FALSE
"236","GO:0001945","BP",0.107081856700809,"lymph vessel development",FALSE
"237","GO:0001946","BP",0.113323544545012,"lymphangiogenesis",FALSE
"238","GO:0001947","BP",0.016253620145492,"heart looping",FALSE
"239","GO:0001952","BP",0.506077960867442,"regulation of cell-matrix adhesion",FALSE
"240","GO:0001953","BP",0.683024704977579,"negative regulation of cell-matrix adhesion",FALSE
"241","GO:0001954","BP",0.757343587134527,"positive regulation of cell-matrix adhesion",FALSE
"242","GO:0001956","BP",0.314568205700807,"positive regulation of neurotransmitter secretion",FALSE
"243","GO:0001957","BP",0.264668543404844,"intramembranous ossification",FALSE
"244","GO:0001958","BP",0.0845806266035308,"endochondral ossification",FALSE
"245","GO:0001959","BP",0.54405548586565,"regulation of cytokine-mediated signaling pathway",FALSE
"246","GO:0001961","BP",0.329497234432878,"positive regulation of cytokine-mediated signaling pathway",FALSE
"247","GO:0001963","BP",0.662874445384897,"synaptic transmission, dopaminergic",FALSE
"248","GO:0001964","BP",0.135802562308584,"startle response",FALSE
"249","GO:0001965","MF",0.590382387216583,"G-protein alpha-subunit binding",FALSE
"250","GO:0001966","BP",0.308538895755848,"thigmotaxis",FALSE
"251","GO:0001967","BP",0.0456494461726092,"suckling behavior",FALSE
"252","GO:0001968","MF",0.638401579841229,"fibronectin binding",FALSE
"253","GO:0001975","BP",0.0351830548901558,"response to amphetamine",FALSE
"254","GO:0001976","BP",0.336325290280537,"nervous system process involved in regulation of systemic arterial blood pressure",FALSE
"255","GO:0001993","BP",0.336325290280537,"regulation of systemic arterial blood pressure by norepinephrine-epinephrine",FALSE
"256","GO:0001996","BP",0.15120371479826,"positive regulation of heart rate by epinephrine-norepinephrine",FALSE
"257","GO:0002009","BP",0.000182502016466076,"morphogenesis of an epithelium",FALSE
"258","GO:0002011","BP",0.00959878194059322,"morphogenesis of an epithelial sheet",FALSE
"259","GO:0002020","MF",0.843367495668665,"protease binding",FALSE
"260","GO:0002021","BP",0.14390177931135,"response to dietary excess",FALSE
"261","GO:0002026","BP",0.641446546342657,"regulation of the force of heart contraction",FALSE
"262","GO:0002027","BP",0.480001434112886,"regulation of heart rate",FALSE
"263","GO:0002028","BP",0.0589446402520188,"regulation of sodium ion transport",FALSE
"264","GO:0002039","MF",0.535729063737901,"p53 binding",FALSE
"265","GO:0002040","BP",0.184302335154835,"sprouting angiogenesis",FALSE
"266","GO:0002042","BP",0.157031044776087,"cell migration involved in sprouting angiogenesis",FALSE
"267","GO:0002043","BP",0.559716587501806,"blood vessel endothelial cell proliferation involved in sprouting angiogenesis",FALSE
"268","GO:0002052","BP",0.194447062766355,"positive regulation of neuroblast proliferation",FALSE
"269","GO:0002053","BP",0.602672430993157,"positive regulation of mesenchymal cell proliferation",FALSE
"270","GO:0002062","BP",0.0086967950820109,"chondrocyte differentiation",FALSE
"271","GO:0002063","BP",0.281039237192432,"chondrocyte development",FALSE
"272","GO:0002064","BP",0.00495158329497794,"epithelial cell development",FALSE
"273","GO:0002065","BP",0.000147237561178285,"columnar/cuboidal epithelial cell differentiation",FALSE
"274","GO:0002066","BP",0.00530541112615861,"columnar/cuboidal epithelial cell development",FALSE
"275","GO:0002067","BP",4.64544768503589e-05,"glandular epithelial cell differentiation",FALSE
"276","GO:0002068","BP",0.00171897091114709,"glandular epithelial cell development",FALSE
"277","GO:0002070","BP",0.401014576536101,"epithelial cell maturation",FALSE
"278","GO:0002072","BP",0.00174970024676459,"optic cup morphogenesis involved in camera-type eye development",FALSE
"279","GO:0002076","BP",0.103359129852179,"osteoblast development",FALSE
"280","GO:0002082","BP",0.209287165252589,"regulation of oxidative phosphorylation",FALSE
"281","GO:0002085","BP",0.00630190716106512,"inhibition of neuroepithelial cell differentiation",FALSE
"282","GO:0002088","BP",0.000658458593770907,"lens development in camera-type eye",FALSE
"283","GO:0002089","BP",0.00102732321191251,"lens morphogenesis in camera-type eye",FALSE
"284","GO:0002090","BP",0.810409470299654,"regulation of receptor internalization",FALSE
"285","GO:0002092","BP",0.53175069579129,"positive regulation of receptor internalization",FALSE
"286","GO:0002097","BP",0.388600684627888,"tRNA wobble base modification",FALSE
"287","GO:0002098","BP",0.336325290280537,"tRNA wobble uridine modification",FALSE
"288","GO:0002102","CC",0.282793496427077,"podosome",FALSE
"289","GO:0002116","CC",0.326592727248528,"semaphorin receptor complex",FALSE
"290","GO:0002159","BP",0.15120371479826,"desmosome assembly",FALSE
"291","GO:0002181","BP",0.881908907167287,"cytoplasmic translation",FALSE
"292","GO:0002183","BP",0.522040402193315,"cytoplasmic translational initiation",FALSE
"293","GO:0002193","CC",0.13552510884204,"MAML1-RBP-Jkappa- ICN1 complex",FALSE
"294","GO:0002200","BP",0.553630602721495,"somatic diversification of immune receptors",FALSE
"295","GO:0002204","BP",0.66972930936983,"somatic recombination of immunoglobulin genes involved in immune response",FALSE
"296","GO:0002208","BP",0.66972930936983,"somatic diversification of immunoglobulins involved in immune response",FALSE
"297","GO:0002209","BP",0.135802562308584,"behavioral defense response",FALSE
"298","GO:0002218","BP",0.193025826484786,"activation of innate immune response",FALSE
"299","GO:0002220","BP",0.261882184875591,"innate immune response activating cell surface receptor signaling pathway",FALSE
"300","GO:0002221","BP",0.954111318563438,"pattern recognition receptor signaling pathway",FALSE
"301","GO:0002223","BP",0.257426780666626,"stimulatory C-type lectin receptor signaling pathway",FALSE
"302","GO:0002224","BP",0.880929707277915,"toll-like receptor signaling pathway",FALSE
"303","GO:0002237","BP",0.671896945807179,"response to molecule of bacterial origin",FALSE
"304","GO:0002244","BP",0.0391960058134247,"hematopoietic progenitor cell differentiation",FALSE
"305","GO:0002250","BP",0.978272580931508,"adaptive immune response",FALSE
"306","GO:0002252","BP",0.812045720459113,"immune effector process",FALSE
"307","GO:0002253","BP",0.377636104860182,"activation of immune response",FALSE
"308","GO:0002262","BP",0.0638410325826355,"myeloid cell homeostasis",FALSE
"309","GO:0002263","BP",0.916442778382235,"cell activation involved in immune response",FALSE
"310","GO:0002265","BP",0.16842408576826,"astrocyte activation involved in immune response",FALSE
"311","GO:0002269","BP",0.336928761771196,"leukocyte activation involved in inflammatory response",FALSE
"312","GO:0002274","BP",0.759611213085975,"myeloid leukocyte activation",FALSE
"313","GO:0002275","BP",0.919037692508246,"myeloid cell activation involved in immune response",FALSE
"314","GO:0002279","BP",0.695786133242576,"mast cell activation involved in immune response",FALSE
"315","GO:0002281","BP",0.264668543404844,"macrophage activation involved in immune response",FALSE
"316","GO:0002282","BP",0.0973788509468602,"microglial cell activation involved in immune response",FALSE
"317","GO:0002283","BP",0.914056425103181,"neutrophil activation involved in immune response",FALSE
"318","GO:0002285","BP",0.900511353134335,"lymphocyte activation involved in immune response",FALSE
"319","GO:0002286","BP",0.874383139562801,"T cell activation involved in immune response",FALSE
"320","GO:0002287","BP",0.731076319744634,"alpha-beta T cell activation involved in immune response",FALSE
"321","GO:0002292","BP",0.781050827907758,"T cell differentiation involved in immune response",FALSE
"322","GO:0002293","BP",0.731076319744634,"alpha-beta T cell differentiation involved in immune response",FALSE
"323","GO:0002294","BP",0.719791811627494,"CD4-positive, alpha-beta T cell differentiation involved in immune response",FALSE
"324","GO:0002312","BP",0.835839748942967,"B cell activation involved in immune response",FALSE
"325","GO:0002320","BP",0.000855007142281592,"lymphoid progenitor cell differentiation",FALSE
"326","GO:0002326","BP",0.115688502199175,"B cell lineage commitment",FALSE
"327","GO:0002327","BP",0.233889917356196,"immature B cell differentiation",FALSE
"328","GO:0002328","BP",0.000624175947077768,"pro-B cell differentiation",FALSE
"329","GO:0002335","BP",0.559716587501806,"mature B cell differentiation",FALSE
"330","GO:0002347","BP",0.53175069579129,"response to tumor cell",FALSE
"331","GO:0002366","BP",0.947361878989998,"leukocyte activation involved in immune response",FALSE
"332","GO:0002367","BP",0.0475011238671934,"cytokine production involved in immune response",FALSE
"333","GO:0002368","BP",0.0401496307603072,"B cell cytokine production",FALSE
"334","GO:0002369","BP",0.187078943249618,"T cell cytokine production",FALSE
"335","GO:0002376","BP",0.032466884291358,"immune system process",FALSE
"336","GO:0002377","BP",0.435173062389791,"immunoglobulin production",FALSE
"337","GO:0002380","BP",0.0401496307603072,"immunoglobulin secretion involved in immune response",FALSE
"338","GO:0002381","BP",0.351715136181665,"immunoglobulin production involved in immunoglobulin mediated immune response",FALSE
"339","GO:0002418","BP",0.459412380664545,"immune response to tumor cell",FALSE
"340","GO:0002424","BP",0.218022014659356,"T cell mediated immune response to tumor cell",FALSE
"341","GO:0002429","BP",0.270153432560575,"immune response-activating cell surface receptor signaling pathway",FALSE
"342","GO:0002430","BP",0.16842408576826,"complement receptor mediated signaling pathway",FALSE
"343","GO:0002431","BP",0.477350786951895,"Fc receptor mediated stimulatory signaling pathway",FALSE
"344","GO:0002433","BP",0.702838029048726,"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",FALSE
"345","GO:0002437","BP",0.825386726213287,"inflammatory response to antigenic stimulus",FALSE
"346","GO:0002440","BP",0.129112839225019,"production of molecular mediator of immune response",FALSE
"347","GO:0002443","BP",0.935936210700599,"leukocyte mediated immunity",FALSE
"348","GO:0002444","BP",0.928567535195786,"myeloid leukocyte mediated immunity",FALSE
"349","GO:0002446","BP",0.93031725713451,"neutrophil mediated immunity",FALSE
