GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0070062	2.31360934398699e-14	1.36470174857232	1165.67001683097	1349	2748	extracellular exosome	3.96473417745657	8.31321902918961e-13
GO:0000790	3.85841403317623e-14	1.52885121613301	568.836787689348	701	1341	nuclear chromatin	8.65159227061844	1.35558946365592e-12
GO:0012505	7.97558636266395e-14	1.26024350207172	2431.0243327723	2667	5731	endomembrane system	1.80217840133958	2.74117435638515e-12
GO:0016021	8.75599076444797e-14	1.24429418938705	2971.01630199567	3220	7004	integral component of membrane	1.45679747005953	2.94536625501963e-12
GO:0099634	1.44332580968955e-13	2.67666474321985	100.108487617216	156	236	postsynaptic specialization membrane	62.1636024130997	4.75395438566497e-12
GO:0015629	1.47493459317098e-13	1.69614051007044	341.47174801635	443	805	actin cytoskeleton	15.1721646541414	4.75892161592514e-12
GO:0098802	1.65909174331962e-12	2.33227723031707	121.317912959846	180	286	plasma membrane signaling receptor complex	48.8400410778033	5.24604809237663e-11
GO:0099503	3.01501071012713e-12	1.49093244262198	542.961288771339	662	1280	secretory vesicle	8.96754638671875	9.34653320139409e-11
GO:0005911	6.94588270214308e-12	1.60907571624498	362.256984852128	459	854	cell-cell junction	13.9679453076581	2.11181549078619e-10
GO:0034703	1.09675453992118e-11	2.03075796157739	158.646501562876	223	374	cation channel complex	35.3832108438903	3.27163948606678e-10
GO:0031012	1.71190992863064e-11	1.62251883213284	335.533108920414	427	791	extracellular matrix	15.1464372419811	5.01209184660193e-10
GO:0098858	2.14452045039934e-11	2.02480278721125	155.252993508055	218	366	actin-based cell projection	36.1185165278151	6.16452151287519e-10
GO:0030027	3.62318781025387e-11	2.07081543206349	142.527338302477	202	336	lamellipodium	39.7107780612245	1.02290355857346e-09
GO:0099240	5.34465018006839e-11	2.05035459298595	143.799903823034	203	339	intrinsic component of synaptic membrane	39.2041663403555	1.48243718152423e-09
GO:0099081	6.09566266694746e-11	1.45140092990166	547.203173839865	659	1290	supramolecular polymer	8.78904272579773	1.66159356490413e-09
GO:0031256	8.6811433833781e-11	2.20016008619355	117.07602789132	170	276	leading edge membrane	49.5297731568998	2.32625215069844e-09
GO:0098857	1.15488725594029e-10	1.75264072463262	226.516662659293	299	534	membrane microdomain	23.2714934982957	3.04312791940267e-09
GO:0098589	1.43260121287232e-10	1.73771665845755	231.182736234672	304	545	membrane region	22.7151788569986	3.71302052057564e-09
GO:0045121	1.54401924016104e-10	1.74657410111813	226.092474152441	298	533	membrane raft	23.2807746868059	3.93724906241066e-09
GO:0030055	1.61821144379034e-10	1.63345086938213	292.6900697283	374	690	cell-substrate junction	17.4344801512287	4.06094014703575e-09
GO:0099512	1.65183925209429e-10	1.44213122005854	539.567780716518	648	1272	supramolecular fiber	8.88866144535422	4.08055915243918e-09
GO:0098839	1.68749596025943e-10	2.5545713246097	81.4441933157009	125	192	postsynaptic density membrane	75.25634765625	4.10450940487716e-09
GO:0098936	2.10046314947643e-10	2.2331803344238	108.168069247415	158	255	intrinsic component of postsynaptic membrane	53.9277508650519	5.03156399897308e-09
GO:0005925	2.31126595132331e-10	1.63262648052424	288.023996152921	368	679	focal adhesion	17.7151099359927	5.45389771498829e-09
GO:0098948	3.23175343740188e-10	2.87778574159021	63.2040875210387	101	149	intrinsic component of postsynaptic specialization membrane	100.968154587631	7.51382674195938e-09
GO:0099699	5.94272540020925e-10	2.00084296745774	136.58869920654	191	322	integral component of synaptic membrane	40.8843601712897	1.3616592547436e-08
GO:0099055	9.03063976952585e-10	2.20113377015387	103.926184178889	151	245	integral component of postsynaptic membrane	55.8316368179925	2.0396344965172e-08
GO:0005912	1.07507064656002e-09	2.02899829967428	127.256552055783	179	300	adherens junction	44.1414	2.39392491860759e-08
GO:0099060	1.21604619791322e-09	2.82156096656814	61.0831449867757	97	144	integral component of postsynaptic specialization membrane	103.8203125	2.67023477625111e-08
GO:0098793	1.27117889787137e-09	1.48341562547582	412.311228660736	503	972	presynapse	11.8160150891632	2.75306005141731e-08
GO:0000785	1.69518282383846e-09	1.37038906424381	654.522866073575	766	1543	chromatin	7.14056372327686	3.62173519525487e-08
GO:0030139	2.07235166877195e-09	1.79212922381601	179.855926905506	240	424	endocytic vesicle	29.6288714845141	4.36851731777127e-08
GO:0098552	4.5790052704789e-09	1.55596433849497	301.598028372205	377	711	side of membrane	16.5515141804198	9.52553596398308e-08
GO:0001726	7.63985652710419e-09	2.02970318199507	113.682519836499	160	268	ruffle	49.4408554243707	1.56865106095477e-07
GO:0048471	1.10347661075989e-08	1.43772291746626	430.127145948545	517	1014	perinuclear region of cytoplasm	11.1596407688806	2.23666220719408e-07
GO:0062023	1.40981829479198e-08	1.58532913769688	258.330800673239	326	609	collagen-containing extracellular matrix	19.5082627581354	2.82142116970396e-07
GO:0110165	2.42434128380013e-08	1.91953902912408	8679.74522721808	8728	20462	cellular anatomical entity	0.462651696070025	4.79110446211001e-07
GO:0098878	2.82408400644709e-08	3.07115098868442	44.1156047126713	72	104	neurotransmitter receptor complex	147.741124260355	5.51219359776895e-07
GO:0005768	3.68044278752453e-08	1.36901079752965	539.143592209666	632	1271	endosome	8.6828352134185	7.0960732281418e-07
GO:0005623	5.08948160013386e-08	1.31117220389123	725.786535224814	831	1711	cell	6.29994251108703	9.69454266242365e-07
GO:0098588	6.18790629959298e-08	1.24487423616401	1159.73137773503	1288	2734	bounding membrane of organelle	3.82432175712491	1.16465236424482e-06
GO:0030426	6.27794902047928e-08	1.86228243899618	128.104929069488	174	302	growth cone	42.3419586860225	1.16769851780915e-06
GO:0009986	8.11683807296205e-08	1.36120877105859	529.387256552056	619	1248	cell surface	8.82057830991124	1.49217685969221e-06
GO:0030427	1.14851857167786e-07	1.8197108867326	132.346814138014	178	312	site of polarized growth	40.5832100591716	2.08713547335943e-06
GO:0043292	1.18620362557418e-07	1.65357459207459	187.067131522	241	441	contractile fiber	27.5027072053311	2.13112265003725e-06
GO:0030141	1.23903529054574e-07	1.39114403352354	443.701178167829	525	1046	secretory granule	10.6495563541709	2.20102785882338e-06
GO:0030175	1.39966649188926e-07	2.19879698497479	76.3539312334696	111	180	filopodium	76.035	2.45874747075213e-06
GO:0032589	1.56042588886271e-07	2.69487355432003	49.2058667949026	77	116	neuron projection membrane	127.001932223543	2.71102563768345e-06
GO:0019898	1.71696202637128e-07	1.65469500167479	181.552680932917	234	428	extrinsic component of membrane	28.3507074853699	2.9505619170576e-06
GO:0099146	2.2685585265411e-07	2.69356216977385	47.9333012743448	75	113	intrinsic component of postsynaptic density membrane	130.358681180985	3.85654949511987e-06
GO:0005938	2.34523272209554e-07	1.57095285096117	221.002212070209	278	521	cell cortex	22.7302876131461	3.94448184429047e-06
GO:0099513	2.43666964663055e-07	1.42719268380742	360.136042317865	432	849	polymeric cytoskeletal fiber	13.3016019678108	4.05513127507673e-06
GO:0044297	2.66401637375321e-07	1.38497871565513	430.127145948545	508	1014	cell body	10.9653723609117	4.38730196552482e-06
GO:0008328	2.94748140511164e-07	2.90428695123524	41.1462851647031	66	97	ionotropic glutamate receptor complex	155.681156339675	4.79104970223943e-06
GO:0030016	2.96978412915537e-07	1.64151049237878	179.855926905506	231	424	myofibril	28.5177888038448	4.79104970223943e-06
GO:0070382	3.17176101025885e-07	1.72826350444366	146.769223371003	193	346	exocytic vesicle	35.7800294029202	5.06520621941337e-06
GO:0030424	4.14563954426247e-07	1.35211930055239	487.8167828805	569	1150	axon	9.5488741020794	6.55425611947896e-06
GO:0098562	4.44058315663199e-07	1.87028695114933	109.440634767973	149	258	cytoplasmic side of membrane	49.6800973499189	6.95105145607444e-06
GO:0098796	4.66448751244277e-07	1.29523597307582	672.338783361385	766	1585	membrane protein complex	6.76715023534914	7.2299556442863e-06
GO:0030666	5.96298820252063e-07	1.95325213274816	93.7456600144265	130	221	endocytic vesicle membrane	59.073729039127	9.15289742542244e-06
GO:0005737	6.99178658520769e-07	1.15610222812016	5924.21668670353	6086	13966	cytoplasm	0.692505862470894	1.0628860183859e-05
GO:0043025	7.1927203649299e-07	1.38965151089045	387.708295263284	459	914	neuronal cell body	12.1942719380988	1.0830181806623e-05
GO:0034705	7.85180797067252e-07	2.18078126502504	68.29434960327	99	161	potassium channel complex	84.7654797268624	1.17110456619182e-05
GO:0099061	8.20689457381427e-07	2.61784401544402	45.8123587400817	71	108	integral component of postsynaptic density membrane	135.097222222222	1.21262619824302e-05
GO:0001917	8.43158529850143e-07	2.45021422183399	52.1751863428709	79	123	photoreceptor inner segment	115.891731112433	1.23429040341951e-05
GO:0005884	9.95832593782672e-07	2.05866303508554	77.6264967540274	110	183	actin filament	72.8997581295351	1.44441406492698e-05
GO:0008021	1.08367956384348e-06	1.70673609800728	139.133830247656	182	328	synaptic vesicle	37.5456201665675	1.55754308221504e-05
GO:0030017	1.15279456061587e-06	1.63478795620823	163.736763645107	210	386	sarcomere	31.2809739858788	1.63164872134826e-05
GO:0098862	1.15588018210629e-06	1.83623832453938	107.31969223371	145	253	cluster of actin-based cell projections	50.2762111578059	1.63164872134826e-05
GO:0009898	1.17626130559762e-06	1.91092503306473	94.5940370281318	130	223	cytoplasmic side of plasma membrane	58.0188622333045	1.64572488862818e-05
GO:0008076	1.33101750982174e-06	2.24987699563971	60.6589564799231	89	143	voltage-gated potassium channel complex	96.5947479094332	1.8459111254633e-05
GO:0031234	1.91005094810656e-06	2.2404893476373	59.3863909593652	87	140	extrinsic component of cytoplasmic side of plasma membrane	98.5141836734694	2.62590482517954e-05
GO:1905360	2.65299866016265e-06	4.629293274155	18.6642943015148	34	44	GTPase complex	389.770661157025	3.58494947155312e-05
GO:0005834	2.65299866016265e-06	4.629293274155	18.6642943015148	34	44	heterotrimeric G-protein complex	389.770661157025	3.58494947155312e-05
GO:0030667	2.98861810944358e-06	1.59791739248248	165.433517672517	210	390	secretory granule membrane	30.6426035502959	4.00424172121212e-05
GO:0032281	4.10364249895014e-06	3.79379900445717	22.4819908631883	39	53	AMPA glutamate receptor complex	308.140263438946	5.42388027441309e-05
GO:0030672	4.15110381533197e-06	1.97461059866385	76.7781197403222	107	181	synaptic vesicle membrane	72.4873477610574	5.42388027441309e-05
GO:0099501	4.15110381533197e-06	1.97461059866385	76.7781197403222	107	181	exocytic vesicle membrane	72.4873477610574	5.42388027441309e-05
GO:0031941	4.21907096700281e-06	3.44545186495651	25.4513104111565	43	60	filamentous actin	265.095	5.46750098264873e-05
GO:0005856	4.74199545263476e-06	1.19665616641943	1225.05640779033	1335	2888	cytoskeleton	3.55240497502321	6.09519903302078e-05
GO:0042734	4.89448761991766e-06	1.67531340663464	130.225871603751	169	307	presynaptic membrane	39.7965601757048	6.24047171539502e-05
GO:0030133	5.25135843701756e-06	1.46190797733452	240.090694878577	292	566	transport vesicle	20.2295196593789	6.64191815113981e-05
GO:0019897	5.54920244085644e-06	1.78725477171073	101.805241644626	136	240	extrinsic component of plasma membrane	52.4025	6.96292782459844e-05
GO:0031674	6.23431480332086e-06	1.71758207501032	115.803462370762	152	273	I band	45.2640985388238	7.76098559374038e-05
GO:0031526	6.66404367225596e-06	2.67892554179323	36.4802115893244	57	86	brush border membrane	171.046241211466	8.2311351920599e-05
GO:0042641	6.77959844863773e-06	2.29382541546712	50.0542438086078	74	118	actomyosin	117.951450732548	8.30894972658625e-05
GO:0031225	8.30638707427931e-06	1.8525333449557	86.9586439047848	118	205	anchored component of membrane	62.3174776918501	0.000101018445880274
GO:0035579	9.76833480646867e-06	2.28340248852361	48.78167828805	72	115	specific granule membrane	120.829338374291	0.000117891124649061
GO:0000323	1.61066194943795e-05	1.32138863519706	404.251647030536	467	953	lytic vacuole	11.4121287060577	0.000191462897899353
GO:0005764	1.61066194943795e-05	1.32138863519706	404.251647030536	467	953	lysosome	11.4121287060577	0.000191462897899353
GO:0032587	1.82389423748688e-05	2.11266995931294	55.1445058908391	79	130	ruffle membrane	103.747100591716	0.0002151922977214
GO:0099080	1.840168271571e-05	1.23708272168702	709.243183457562	790	1672	supramolecular complex	6.27177004876262	0.000215504150915093
GO:0000228	1.95784074132298e-05	1.24283389480188	671.49040634768	750	1583	nuclear chromosome	6.64255280261815	0.000227598986178796
GO:0005667	2.13047014488509e-05	1.42553719976567	237.969752344314	286	561	transcription regulator complex	20.1686064800252	0.000245859364895133
GO:0044853	2.15861575454211e-05	1.81504093598854	83.9893243568165	113	198	plasma membrane raft	63.9710743801653	0.000247302283183411
GO:0001750	3.08565441177089e-05	1.85602018580112	75.0813657129118	102	177	photoreceptor outer segment	72.2585463947142	0.000350965440648185
GO:0060076	3.26952662924773e-05	2.39498027173481	38.6011541235874	58	91	excitatory synapse	155.446443666224	0.000369222971488618
GO:0005774	3.32148475259199e-05	1.41547572932981	235.424621303198	282	555	vacuolar membrane	20.3188312636961	0.000372430311620421
GO:0042383	3.75613236961519e-05	1.66821548361716	106.471315220005	138	251	sarcolemma	48.6146569102078	0.000418200371574761
GO:0032420	3.90725355661802e-05	2.28365573016789	41.9946621784083	62	99	stereocilium	140.396694214876	0.000431983767343573
GO:0005773	5.33620131995084e-05	1.27855215827338	455.154267852849	517	1073	vacuole	9.96613305145619	0.000585870436586269
GO:0044300	5.50422928541162e-05	19.032814806404	6.36282760278913	14	15	cerebellar mossy fiber	1380.96	0.000600150793119708
GO:0030136	5.60106538287685e-05	1.62568279206833	112.409954315941	144	265	clathrin-coated vesicle	45.5099466002136	0.000606526326734815
GO:0030018	6.02133164603176e-05	1.6343581670157	109.01644626112	140	257	Z disc	47.0432557646596	0.000647600362746681
GO:0097731	6.23854014475307e-05	1.63892663825867	107.31969223371	138	253	9+0 non-motile cilium	47.8490837226015	0.000666427835733419
GO:0098852	6.84617254422079e-05	1.4193838244998	211.670064919452	254	499	lytic vacuole membrane	22.6395717286276	0.000721586586160871
GO:0005765	6.84617254422079e-05	1.4193838244998	211.670064919452	254	499	lysosomal membrane	22.6395717286276	0.000721586586160871
GO:0030315	7.53225933734752e-05	2.31186710228353	37.7527771098822	56	89	T-tubule	156.907461179144	0.000788642517373936
GO:0098982	8.275872116418e-05	1.91826272156294	60.2347679730704	83	142	GABA-ergic synapse	91.3559809561595	0.000860799593161635
GO:0005783	8.87690924801205e-05	1.18225873077499	980.299639336379	1065	2311	endoplasmic reticulum	4.42573390371824	0.000917280622294579
GO:0005903	0.000114339875475501	1.83895528810783	65.7492185621544	89	155	brush border	82.2171071800208	0.00117383989043355
GO:0150034	0.000116695420666767	1.3650653644496	250.695407549892	295	591	distal axon	18.7448787652349	0.00119029329080103
GO:0098636	0.000133841345249196	3.40177454214538	17.8159172878096	30	42	protein complex involved in cell adhesion	377.448979591837	0.00134779087158585
GO:0030673	0.000133841345249196	3.40177454214538	17.8159172878096	30	42	axolemma	377.448979591837	0.00134779087158585
GO:0032432	0.000138109411442756	2.11185066788446	43.2672276989661	62	102	actin filament bundle	132.259515570934	0.00138196822462656
GO:0098685	0.000149289309280097	1.7748799839246	71.2636691512383	95	168	Schaffer collateral - CA1 synapse	74.703443877551	0.00148444275453983
GO:0097733	0.000168574624789234	1.62730738274029	96.7149795623948	124	228	photoreceptor cell cilium	52.9404432132964	0.00166572801119861
GO:0005861	0.000185271728054667	6.1189367261161	9.33214715075739	18	22	troponin complex	825.396694214876	0.00181934535437533
GO:0005788	0.000190334105090186	1.4189218255268	184.097811974032	221	434	endoplasmic reticulum lumen	26.0404446898426	0.00185751987745422
GO:0030658	0.000202599236199804	1.51970253937338	127.256552055783	158	300	transport vesicle membrane	38.9628	0.00196508829712817
GO:0030665	0.00020591920279034	1.76693843897386	69.1427266169752	92	163	clathrin-coated vesicle membrane	76.8507659302194	0.00198511133909468
GO:0048786	0.000217510844539424	1.81066492101648	63.2040875210387	85	149	presynaptic active zone	84.9731994054322	0.00208414936495048
GO:0055038	0.000223036044551149	1.92393080217571	52.1751863428709	72	123	recycling endosome membrane	105.622843545509	0.00212421678575522
GO:0045335	0.000228286454420708	1.68131396015958	81.4441933157009	106	192	phagocytic vesicle	63.8173828125	0.00216120290083317
GO:0098684	0.000230605415580817	7.25103161082718	8.05958163019957	16	19	photoreceptor ribbon synapse	983.667590027701	0.00217016167876947
GO:0005865	0.000251327796328494	2.80188401333673	22.0578023563357	35	52	striated muscle thin filament	287.274408284024	0.00235117897038668
GO:0034707	0.00026479542727276	2.14023336918614	38.1769656167348	55	90	chloride channel complex	150.7	0.00246259747363666
GO:0005833	0.000266665077230535	9.51561258090156	6.78701610964174	14	16	hemoglobin complex	1213.734375	0.00246548238071039
GO:0097517	0.000281394911480826	2.07898040204929	40.7220966578504	58	96	contractile actin filament bundle	139.67578125	0.00257159164769472
GO:0001725	0.000281394911480826	2.07898040204929	40.7220966578504	58	96	stress fiber	139.67578125	0.00257159164769472
GO:0097730	0.000286935568941385	1.51494081183645	122.590478480404	152	289	non-motile cilium	40.3908957028771	0.00260715594538121
GO:0032421	0.000303315807596609	1.98158356431738	45.8123587400817	64	108	stereocilium bundle	121.777777777778	0.00274024166748707
GO:0005905	0.000309189291327027	1.94223430990818	48.3574897811974	67	114	clathrin-coated pit	114.419667590028	0.00277743334993198
GO:0099738	0.000330424024839111	2.25362298902982	32.6625150276509	48	77	cell cortex region	179.678191937932	0.00295141459474935
GO:0008305	0.000333706261954712	3.33906382450845	16.1191632603991	27	38	integrin complex	414.984764542936	0.00296398651769888
GO:0044298	0.000344326214475346	2.52771903568989	25.4513104111565	39	60	cell body membrane	240.435	0.0030412276261761
GO:0032590	0.000407224175760618	2.38210502335118	27.9964414522722	42	66	dendrite membrane	213.99173553719	0.00357678567709743
GO:0005604	0.000452129849668811	1.67807802512674	73.8088001923539	96	174	basement membrane	70.3733650416171	0.0039492668084331
GO:0045177	0.000471992815117141	1.28887351985085	307.112478961289	351	724	apical part of cell	14.8615999206373	0.00410011341044066
GO:0005581	0.000493717083571188	1.70398579773222	68.7185381101226	90	162	collagen trimer	76.1111111111111	0.0042653918531478
GO:0036379	0.000504880151617097	2.51763433515483	24.1787448905987	37	57	myofilament	252.747922437673	0.00433718502235748
GO:0035577	0.000507513743919124	2.17831984497891	33.0867035345035	48	78	azurophil granule membrane	175.100591715976	0.00433718502235748
GO:0032153	0.000545628287528988	1.74615945760384	61.9315220004809	82	146	cell division site	85.3775567648715	0.00463784044399639
GO:0031838	0.000554306763714926	8.83492279745686	6.36282760278913	13	15	haptoglobin-hemoglobin complex	1282.32	0.00468641172958983
GO:0098691	0.000696499878057871	5.43781942078365	8.48377013705218	16	20	dopaminergic synapse	887.76	0.00585726759153986
GO:0031672	0.000731235996689066	2.15922978681599	31.8141380139457	46	75	A band	181.4976	0.00611684714690695
GO:0098563	0.000791603699658665	2.06275501566802	35.2076460687665	50	83	intrinsic component of synaptic vesicle membrane	161.082885759907	0.00658697604821236
GO:0043195	0.000840993722452046	1.95521231003262	40.2979081509978	56	95	terminal bouton	137.713462603878	0.00696131452982557
GO:1902711	0.000958277901562058	4.62228532485234	9.33214715075739	17	22	GABA-A receptor complex	779.541322314049	0.00789081959567507
GO:0005794	0.00100011218320608	1.15762086016412	861.951045924501	928	2032	Golgi apparatus	4.98811147622295	0.00819262881683326
GO:0098889	0.00101007943310829	1.62181096640283	73.3846116855013	94	173	intrinsic component of presynaptic membrane	69.7061712720104	0.008231626720331
GO:0044291	0.00103699734279961	1.72567943586812	57.6896369319548	76	136	cell-cell contact zone	91.1950692041523	0.00840765537931379
GO:0005874	0.00106634651788667	1.30569938502743	238.818129358019	275	563	microtubule	19.2553530471434	0.0086014992080552
GO:0046658	0.00111408024599617	2.0637256704192	33.0867035345035	47	78	anchored component of plasma membrane	171.452662721893	0.00894091811634491
GO:0032154	0.0011572317175822	1.80663288613755	48.3574897811974	65	114	cleavage furrow	111.004155124654	0.00924031992675481
GO:0009897	0.0012208385061202	1.34748003042982	185.37037749459	217	437	external side of plasma membrane	25.2192659541601	0.00969912659047363
GO:0001891	0.00122696098551216	3.32398883711533	13.1498437124309	22	31	phagocytic cup	508.083246618106	0.00969912659047363
GO:0098831	0.00140998911258542	3.12766537849511	13.9982207261361	23	33	presynaptic active zone cytoplasmic component	468.743801652893	0.0110905113780973
GO:0043034	0.0015071850539393	2.55047776134683	19.51267131522	30	46	costamere	314.659735349716	0.0117963345063269
GO:0032809	0.00177387667692915	2.36276142107659	22.0578023563357	33	52	neuronal cell body membrane	270.858727810651	0.0138152661390393
GO:0005892	0.00208761693594548	3.17253787878788	12.7256552055783	21	30	acetylcholine-gated channel complex	517.86	0.0161790312535775
GO:0098833	0.00222021956575812	3.85158261396335	9.75633565761	17	23	presynaptic endocytic zone	713.228733459357	0.0170396462789495
GO:0035102	0.00222021956575812	3.85158261396335	9.75633565761	17	23	PRC1 complex	713.228733459357	0.0170396462789495
GO:0030863	0.00225131654650726	1.5312386864201	80.1716277951431	100	189	cortical cytoskeleton	62.1315192743764	0.0171948379711497
GO:0030478	0.00233132663605996	7.47400681044268	5.51445058908391	11	13	actin cap	1444.5798816568	0.0176355378545971
GO:0031680	0.00233132663605996	7.47400681044268	5.51445058908391	11	13	G-protein beta/gamma-subunit complex	1444.5798816568	0.0176355378545971
GO:0098835	0.00250922708557095	4.75701146815033	7.63539312334696	14	18	presynaptic endocytic zone membrane	959	0.0188013650345387
GO:0032156	0.00250922708557095	4.75701146815033	7.63539312334696	14	18	septin cytoskeleton	959	0.0188013650345387
GO:0046930	0.00260085360317106	2.3425357097712	20.7852368357778	31	49	pore complex	286.553102873803	0.0193959884274219
GO:0031594	0.00294418802956546	1.61340171722148	60.2347679730704	77	142	neuromuscular junction	84.7519341400516	0.0218533393180422
GO:0016528	0.00306106063413902	1.62128537671643	58.53801394566	75	138	sarcoplasm	87.4054820415879	0.0226146582363261
GO:0030670	0.00308921095804784	1.76343823907722	42.8430391921135	57	101	phagocytic vesicle membrane	124.013135967062	0.0227164768589472
GO:0097381	0.00348438674134744	2.44782806458949	17.8159172878096	27	42	photoreceptor disc membrane	339.704081632653	0.0255037751762514
GO:0099056	0.00387965148774714	1.54133100352484	68.7185381101226	86	162	integral component of presynaptic membrane	72.7283950617284	0.028266032267872
