GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0009893	1.40872370226699e-07	1.7430119920389	101.318692189741	148	4996	positive regulation of metabolic process	0.131598954103235	1.42774147224759e-05
GO:1903506	1.96685127054123e-07	1.77103444683659	86.0681604590196	130	4244	regulation of nucleic acid-templated transcription	0.160187337715118	1.96072501248544e-05
GO:0045444	2.12499637265455e-07	3.86443583118002	6.55042785774348	23	323	fat cell differentiation	4.89281024451495	2.06194011889472e-05
GO:2001141	2.13619844582087e-07	1.76777912621359	86.1898402334669	130	4250	regulation of RNA biosynthetic process	0.159735363321799	2.06194011889472e-05
GO:0048568	2.46813763217816e-07	2.40296731092679	22.470198347925	49	1108	embryonic organ development	0.885833583130238	2.34511639707428e-05
GO:0051252	2.53913336638721e-07	1.74393816757124	92.5374684671316	137	4563	regulation of RNA metabolic process	0.146034413672101	2.37545692323086e-05
GO:0051239	2.60142079586817e-07	1.73016989122418	97.8508186179948	143	4825	regulation of multicellular organismal process	0.136325463770839	2.39685452419308e-05
GO:0001822	3.42714336129755e-07	2.97516703356119	11.7623781965672	32	580	kidney development	2.11120095124851	3.11051623582842e-05
GO:0031324	3.59372865936831e-07	1.82518678660769	66.5791165850522	106	3283	negative regulation of cellular metabolic process	0.218272831111341	3.17919221176916e-05
GO:0031076	3.63047049555049e-07	6.65376924874705	2.2307958648662	13	110	embryonic camera-type eye development	23.8447933884297	3.17919221176916e-05
GO:0035270	3.65965227468905e-07	4.0272081477266	5.7392293614285	21	283	endocrine system development	5.81945086091723	3.17919221176916e-05
GO:0010604	3.76533613186331e-07	1.72881853335175	93.1458673393679	137	4593	positive regulation of macromolecule metabolic process	0.144132944191478	3.22493084758603e-05
GO:0051961	4.02774241292899e-07	3.07369482173175	10.667260226542	30	526	negative regulation of nervous system development	2.40649713021729	3.40176411291961e-05
GO:0019438	4.43008742165563e-07	1.70094824681006	103.14388880645	148	5086	aromatic compound biosynthetic process	0.126982708271061	3.6903235083682e-05
GO:0006355	4.81810641985672e-07	1.74325985891867	84.8108027897314	127	4182	regulation of transcription, DNA-templated	0.161165190434924	3.95931150529037e-05
GO:0050767	5.56174951135902e-07	2.18848830117831	28.7569866943661	57	1418	regulation of neurogenesis	0.629155468378554	4.50946650380989e-05
GO:0007417	5.74691022583177e-07	2.00997624406881	39.9515259435129	72	1970	central nervous system development	0.411751913216007	4.57153837715959e-05
GO:0072001	5.78866066504339e-07	2.89894368186183	12.0462976702775	32	594	renal system development	2.01285583103765	4.57153837715959e-05
GO:0009887	5.86731028529572e-07	1.97420498524202	43.0543601919177	76	2123	animal organ morphogenesis	0.374239122066397	4.57424536472863e-05
GO:0001655	6.60248717993084e-07	2.77986054282597	13.3442152643815	34	658	urogenital system development	1.7428608383145	5.08224361280499e-05
GO:0051172	6.84631090706239e-07	1.82554220134237	61.6510857199387	99	3040	negative regulation of nitrogen compound metabolic process	0.237751688019391	5.2040520782308e-05
GO:0060914	7.08355610426803e-07	7.77325456498389	1.64267695503784	11	81	heart formation	37.2098765432099	5.31791415679677e-05
GO:0048048	7.45661044028668e-07	6.20371536523929	2.37275560172132	13	117	embryonic eye morphogenesis	21.0769230769231	5.52971318138821e-05
GO:0031016	7.67829458173273e-07	4.1728473998295	5.00915071474502	19	247	pancreas development	6.91186546247275	5.62550715078515e-05
GO:0019219	8.48821995184045e-07	1.68750689821545	98.8648167383885	142	4875	regulation of nucleobase-containing compound metabolic process	0.132609514792899	6.14486494370735e-05
GO:1901362	8.68700775143125e-07	1.67107985261411	106.95652173913	151	5274	organic cyclic compound biosynthetic process	0.120484804715256	6.21478754546511e-05
GO:0060322	9.15044002100152e-07	2.09684776150832	32.1437404164812	61	1585	head development	0.538898386888117	6.47021229857096e-05
GO:0045165	9.73693019259914e-07	3.13942558746736	9.36934263243805	27	462	cell fate commitment	2.80747174903019	6.80577844841326e-05
GO:0010648	1.08610079698908e-06	1.9708552317248	40.6410446653806	72	2004	negative regulation of cell communication	0.397898813152139	7.4292293161578e-05
GO:0018130	1.09552570178329e-06	1.6706544740954	102.85996933274	146	5072	heterocycle biosynthetic process	0.125959215685299	7.4292293161578e-05
GO:0097659	1.09954059933268e-06	1.70033550929341	89.5765939555819	131	4417	nucleic acid-templated transcription	0.149022580292487	7.4292293161578e-05
GO:0048645	1.11419779317134e-06	5.47840610832737	2.85947469951031	14	141	animal organ formation	15.6287913082843	7.44553492337906e-05
GO:0023057	1.14760233021456e-06	1.96746938213843	40.7018845526042	72	2007	negative regulation of signaling	0.396710169116612	7.58540192395079e-05
GO:0034654	1.29942379966299e-06	1.66766731414445	101.359252114557	144	4998	nucleobase-containing compound biosynthetic process	0.127939771346714	8.48807667053143e-05
GO:0032774	1.3120855238118e-06	1.69327081770443	89.8605134292922	131	4431	RNA biosynthetic process	0.148082377085063	8.48807667053143e-05
GO:0010628	1.398360856374e-06	1.80019263780907	60.9615669980709	97	3006	positive regulation of gene expression	0.238248054788626	8.9509814395898e-05
GO:0060537	1.67263526418179e-06	2.57773511036443	15.189691843498	36	749	muscle tissue development	1.42421136504213	0.000105950990015515
GO:0045665	1.92269982812433e-06	3.26626522895953	7.99030518870258	24	394	negative regulation of neuron differentiation	3.43126594346672	0.000120535439740454
GO:0016477	1.95193722679794e-06	1.87565999652458	47.5970717712816	80	2347	cell migration	0.322329006433618	0.000121119696695493
GO:0040011	2.07769872886501e-06	1.78530457120738	60.6776475243607	96	2992	locomotion	0.238003660384912	0.000127621070406345
GO:0009790	2.35875231175473e-06	1.87834444043203	46.238314289954	78	2280	embryo development	0.333012465373961	0.000143435728077805
GO:0048596	2.57258677436768e-06	6.71388347411739	1.86575654152446	11	92	embryonic camera-type eye morphogenesis	28.843809073724	0.00015401497118512
GO:0055123	2.58337889506369e-06	3.40958699249077	7.0168669931246	22	346	digestive system development	4.07855257442614	0.00015401497118512
GO:0006351	2.86057325606812e-06	1.66848157300812	88.5017559479646	128	4364	transcription, DNA-templated	0.149168137607842	0.000168884912331555
GO:0001711	2.91144912712664e-06	13.744317617866	0.648958797051986	7	32	endodermal cell fate commitment	151.716796875	0.000170235789827472
GO:0072006	2.96243680657476e-06	3.62894834633965	6.00286887273087	20	296	nephron development	5.06619795471147	0.000171567411626487
GO:0048513	3.01556891353045e-06	1.60843096714909	121.030815650195	164	5968	animal organ development	0.10219315347627	0.000172996929841308
GO:0035019	3.21829645729046e-06	5.8826807303846	2.29163575208983	12	113	somatic stem cell population maintenance	20.8573889889576	0.000182022948317545
GO:0048468	3.23277066572848e-06	1.69646316387234	77.3883365484493	115	3816	cell development	0.175273673905304	0.000182022948317545
GO:0048565	3.28103911905695e-06	3.60247186865892	6.04342879754662	20	298	digestive tract development	4.99842349443719	0.000183045861311792
GO:0048589	3.32295885612344e-06	2.12367164231711	26.7695503783944	52	1320	developmental growth	0.662355371900826	0.000183699207309879
GO:2000826	3.53937785151187e-06	6.47311731710228	1.92659642874808	11	95	regulation of heart morphogenesis	27.0508587257618	0.000193900510946339
GO:0014706	4.14236409432282e-06	2.53961633392695	14.5001731216303	34	715	striated muscle tissue development	1.47605457479583	0.000224908179085509
GO:0045664	4.29137904723913e-06	2.1871834879965	23.4030766186872	47	1154	regulation of neuron differentiation	0.783288629107107	0.000230936955630629
GO:0035295	4.45283603360124e-06	1.88402131589163	42.2634416580106	72	2084	tube development	0.36793631028474	0.00023752364842394
GO:0040007	4.76502763024397e-06	1.97952011525507	33.8269772963348	61	1668	growth	0.486601366388903	0.000251966374082727
GO:0060412	4.90183924478343e-06	7.04892857142857	1.62239699262996	10	80	ventricular septum morphogenesis	34.678125	0.000256966245237311
GO:0006928	5.08578250061016e-06	1.71426231847072	67.8364742543404	103	3345	movement of cell or subcellular component	0.204305737095055	0.000264330285352225
GO:0001501	5.79153573544372e-06	2.26292689617336	20.1380026710194	42	993	skeletal system development	0.945336387948266	0.000298460413620621
GO:0009968	6.36114488661844e-06	1.92912154071425	36.4430924469506	64	1797	negative regulation of signal transduction	0.439864994802133	0.000325059849206107
GO:0032835	6.63712778766779e-06	4.99509890066975	2.87975466191819	13	142	glomerulus development	14.3087681015671	0.000334456216338806
GO:0032501	6.65502420276196e-06	1.56629009219582	215.210961072365	259	10612	multicellular organismal process	0.0510435490463825	0.000334456216338806
GO:0021984	6.73295914280458e-06	11.8461538461538	0.730078646683484	7	36	adenohypophysis development	119.875	0.000335599381536022
GO:0048880	7.644451077517e-06	2.21286508431546	21.0708809417817	43	1039	sensory system development	0.884042089037638	0.000377934203271389
GO:0008285	7.94991660445133e-06	2.23087114378495	20.4016421823218	42	1006	negative regulation of cell population proliferation	0.921062096605259	0.00038986647477152
GO:0007389	8.5438025969831e-06	2.22359606132818	20.4624820695454	42	1009	pattern specification process	0.915593160072725	0.00041240215304845
GO:0048870	8.61290469283886e-06	1.78023780237802	51.1257852302518	82	2521	cell motility	0.286354322225633	0.00041240215304845
GO:0051674	8.61290469283886e-06	1.78023780237802	51.1257852302518	82	2521	localization of cell	0.286354322225633	0.00041240215304845
GO:0048663	8.99595131202169e-06	4.84388553247098	2.96087451154969	13	146	neuron fate commitment	13.5354663163821	0.000427377968190655
GO:0048522	1.06759886463248e-05	1.54211930681576	150.842360389771	193	7438	positive regulation of cellular process	0.0774248803101968	0.000503261139211637
GO:0031323	1.08861231803593e-05	1.5388775689885	157.615867834001	200	7772	regulation of cellular metabolic process	0.0734852191206461	0.000509219346613578
GO:0009966	1.16220827269279e-05	1.61659175143916	88.2583963990701	125	4352	regulation of signal transduction	0.146476455213289	0.000539495305820216
GO:0048863	1.24081859257893e-05	2.70547991424819	10.7483800761735	27	530	stem cell differentiation	2.13327874688501	0.000571622565263067
GO:0010629	1.28040836240506e-05	1.74769245603674	53.3160211703022	84	2629	negative regulation of gene expression	0.26973275955739	0.000585425808404899
GO:0055024	1.29621998381723e-05	4.66719599897784	3.06227432358906	13	151	regulation of cardiac muscle tissue development	12.6539186877769	0.00058823236728303
GO:0080090	1.32355488615907e-05	1.53412152239743	152.261957758322	194	7508	regulation of primary metabolic process	0.0763816056692787	0.00059618794538765
GO:0007492	1.40497612960359e-05	4.31400966183575	3.54899342137805	14	175	endoderm development	10.1458285714286	0.00062821028265584
GO:0042246	1.53989123642835e-05	3.80793238287227	4.56299154177178	16	225	tissue regeneration	7.0144	0.00068350938749787
GO:0007420	1.6327399310702e-05	1.95558633783443	30.6024632734827	55	1509	brain development	0.536067886913114	0.000719470400060715
GO:0051171	1.69361792455756e-05	1.52799323463347	147.050007419498	188	7251	regulation of nitrogen compound metabolic process	0.0793592620469167	0.000739417121487892
GO:0048518	1.7023252262507e-05	1.52189966895849	163.436217045061	205	8059	positive regulation of biological process	0.0700530633358975	0.000739417121487892
GO:0044271	1.80115940353281e-05	1.54952086264264	118.049661176238	157	5821	cellular nitrogen compound biosynthetic process	0.102834782899714	0.000771815037353885
GO:0048585	1.80229790008636e-05	1.78447511817227	45.6299154177178	74	2250	negative regulation of response to stimulus	0.324416	0.000771815037353885
GO:0072359	1.85905700775507e-05	1.80237847952413	43.2571598159964	71	2133	circulatory system development	0.346347629475333	0.000790554242248852
GO:0034645	1.89350212219799e-05	1.54760687938075	118.151060988277	157	5826	cellular macromolecule biosynthetic process	0.102658348544452	0.00079961016701986
GO:0016202	1.91528240193186e-05	3.73565930268583	4.64411139140327	16	229	regulation of striated muscle tissue development	6.77149558551515	0.000803229812837767
GO:0010001	1.93537043112138e-05	2.97046155556173	7.9700252262947	22	393	glial cell differentiation	3.16135423343628	0.00080609504052391
GO:0048592	2.0722070932308e-05	2.73717567835215	9.81550180541129	25	484	eye morphogenesis	2.36856259818318	0.000857217097546702
GO:0009892	2.09232337613355e-05	1.61363936214191	80.4911707968541	115	3969	negative regulation of metabolic process	0.162020968629326	0.000859690435828929
GO:0010468	2.15489985468474e-05	1.54264628749271	118.41470049958	157	5839	regulation of gene expression	0.102201738544534	0.000879459464183752
GO:0050678	2.17046999345303e-05	2.66922831632653	10.4644606024633	26	516	regulation of epithelial cell proliferation	2.16725256895619	0.000879908535345857
GO:0035239	2.31528001111056e-05	1.87651214888851	34.8409754167285	60	1718	tube morphogenesis	0.451170310659849	0.000932398526328698
GO:0060411	2.34008469306125e-05	4.74741708542714	2.77835484987881	12	137	cardiac septum morphogenesis	14.1897810218978	0.000934950090736025
GO:0071495	2.35236579316908e-05	1.78095323318531	44.3725577484295	72	2188	cellular response to endogenous stimulus	0.333790093212437	0.000934950090736025
GO:0010605	2.40192018771335e-05	1.62832393720959	73.7582232774398	107	3637	negative regulation of macromolecule metabolic process	0.179528233370268	0.000948446536460058
GO:0007166	2.42693769026355e-05	1.59994615210487	83.3912054211802	118	4112	cell surface receptor signaling pathway	0.154885719314448	0.000949608048937652
GO:0022603	2.43609366279023e-05	1.85457717569787	36.4633724093585	62	1798	regulation of anatomical structure morphogenesis	0.425645353074297	0.000949608048937652
GO:0048762	2.48619217117015e-05	2.83997785160576	8.70010387297819	23	429	mesenchymal cell differentiation	2.77363196244315	0.000961186349292916
GO:1901861	2.49740903121659e-05	3.64904764122386	4.74551120344265	16	234	regulation of muscle tissue development	6.48520710059172	0.000961186349292916
GO:0060601	2.63598708447945e-05	12.2419554455446	0.608398872236237	6	30	lateral sprouting from an epithelium	147.96	0.00100814072079997
GO:0061323	2.68796564572722e-05	9.28106766816444	0.892318345946481	7	44	cell proliferation involved in heart morphogenesis	80.2469008264463	0.0010215949432292
GO:0003002	2.7231692680292e-05	2.3339322496036	15.189691843498	33	749	regionalization	1.30552708462195	0.00102854610676308
GO:0048634	2.771008105776e-05	3.61550530687587	4.7860711282584	16	236	regulation of muscle organ development	6.37575409365125	0.00104015433896444
GO:0001708	2.84015374670857e-05	3.79959958667011	4.27907206806153	15	211	cell fate specification	7.47759484288313	0.00105956901433956
GO:0060429	3.12733647004007e-05	1.75695090890726	45.5690755304941	73	2247	epithelium development	0.320887128543443	0.00115959348014108
GO:0051094	3.34035947947806e-05	1.77880474252837	42.4256813572736	69	2092	positive regulation of developmental process	0.349913994494185	0.00123107430270946
GO:0009059	3.39266231900757e-05	1.52312783927884	121.213335311866	159	5977	macromolecule biosynthetic process	0.0987793568950902	0.00124281804589669
GO:0060485	3.75382173312067e-05	2.57745726495726	10.8092199633971	26	533	mesenchyme development	2.03120852972132	0.00136688562629382
GO:0060562	3.82033306408827e-05	2.29075111067448	15.4533313548004	33	762	epithelial tube morphogenesis	1.26136152272305	0.00138282412873338
GO:0001654	3.93055737012726e-05	2.15347454477889	18.9617648513627	38	935	eye development	0.964708170093511	0.00140610564202007
GO:0014031	3.93089885123191e-05	3.68561223210929	4.40075184250878	15	217	mesenchymal cell development	7.06980398819257	0.00140610564202007
GO:0048593	4.03814212640409e-05	2.8998068428752	7.76722560221596	21	383	camera-type eye morphogenesis	3.17729345758714	0.00143602001582826
GO:0031101	4.21467416765941e-05	6.06722918730571	1.66295691744571	9	82	fin regeneration	29.7064247471743	0.00149008334962424
GO:0033002	4.51337982900177e-05	3.17927702996092	6.08398872236237	18	300	muscle cell proliferation	4.4388	0.00158646605434449
GO:0008284	4.56586814657439e-05	1.96010653518523	26.4247910174606	48	1303	positive regulation of cell population proliferation	0.627462806475876	0.00159569219536315
GO:0030324	4.61298904860519e-05	3.30358420801527	5.53642973734976	17	273	lung development	5.06243207342108	0.00159598685721487
GO:0002067	4.64544768503589e-05	5.2994623655914	2.08883612801108	10	103	glandular epithelial cell differentiation	20.9199736073145	0.00159598685721487
GO:0060038	4.64544768503589e-05	5.2994623655914	2.08883612801108	10	103	cardiac muscle cell proliferation	20.9199736073145	0.00159598685721487
GO:0019222	4.70094541371271e-05	1.48472068558826	172.60276005342	212	8511	regulation of metabolic process	0.0649546521872397	0.00160598028431388
GO:0007167	4.92564183560255e-05	1.85939370127437	32.6304595142702	56	1609	enzyme linked receptor protein signaling pathway	0.480077686073636	0.00167334234649716
GO:0150063	5.15587698124426e-05	2.12369731596816	19.2051244002572	38	947	visual system development	0.940414291114384	0.00174182710683035
GO:0060255	5.23838144580315e-05	1.4836304177947	158.244546668645	197	7803	regulation of macromolecule metabolic process	0.0718089529047252	0.00175992251778613
GO:0050673	5.53164886625729e-05	2.42124107158921	12.3707770688035	28	610	epithelial cell proliferation	1.67006718624026	0.0018482393821819
GO:0001709	5.61352086512632e-05	5.82684735529597	1.72379680466934	9	85	cell fate determination	27.6465051903114	0.00186534537600181
GO:0048729	6.11048724256169e-05	1.88509046179078	29.7912647771677	52	1469	tissue morphogenesis	0.534804845870709	0.00201944961532704
GO:0030323	6.31823643062403e-05	3.21450478429551	5.67838947420488	17	280	respiratory tube development	4.81247448979592	0.0020768213910608
GO:0001714	6.63081069498369e-05	14.3718228031954	0.44615917297324	5	22	endodermal cell fate specification	229.276859504132	0.00216784730302128
GO:0048667	6.68405159457836e-05	1.95432663761841	25.3296730474353	46	1249	cell morphogenesis involved in neuron differentiation	0.654438042026896	0.00217202932707156
GO:0048738	6.71503886678922e-05	2.71632938780705	8.65954394816244	22	427	cardiac muscle tissue development	2.67795029863598	0.00217202932707156
GO:0007507	6.77749902835399e-05	1.98328795690204	23.8492357916605	44	1176	heart development	0.706112036651395	0.00218063341753548
GO:0060541	6.88980835416227e-05	3.06882513279284	6.28678834644111	18	310	respiratory system development	4.15704474505723	0.00220510129482425
GO:0000904	7.76429585167561e-05	1.85462986284432	30.8458228223772	53	1521	cell morphogenesis involved in differentiation	0.508455586288995	0.00247197293581358
GO:0030334	8.02149512608363e-05	1.89791552294224	27.803828461196	49	1371	regulation of cell migration	0.57857112076189	0.0025405579094643
GO:0060740	8.16364564311217e-05	7.62801213123794	1.05455804520948	7	52	prostate gland epithelium morphogenesis	57.4548816568047	0.00257218285781166
GO:0030510	8.66187045860955e-05	3.82792071488545	3.6706731958253	13	181	regulation of BMP signaling pathway	8.80687402704435	0.00270099808370371
GO:0045598	8.66187045860955e-05	3.82792071488545	3.6706731958253	13	181	regulation of fat cell differentiation	8.80687402704435	0.00270099808370371
GO:0051271	8.7057330111154e-05	2.54146720853553	10.0791413167137	24	497	negative regulation of cellular component movement	2.15642345015769	0.00270099808370371
GO:0021536	8.94055905925862e-05	3.5928717224054	4.19795221843003	14	207	diencephalon development	7.25141776937618	0.00275977358575389
GO:0031399	9.15949853952346e-05	1.65986362367901	52.0992234258297	79	2569	regulation of protein modification process	0.265665074841347	0.00281307629388092
GO:0060512	9.24373872344958e-05	7.46180817779696	1.07483800761735	7	53	prostate gland morphogenesis	55.3072267710929	0.00281513309455374
GO:0014033	9.2587834058666e-05	3.39656667244668	4.74551120344265	15	234	neural crest cell differentiation	6.07988165680473	0.00281513309455374
GO:0010646	9.33484777825149e-05	1.50920077310914	102.170450610872	136	5038	regulation of cell communication	0.11892089354727	0.00282413976813668
GO:0030902	9.87286137161223e-05	2.87690358289477	7.05742691794035	19	348	hindbrain development	3.48201545778835	0.00297212227726604
GO:0060513	0.000103507434477599	12.8576998050682	0.486719097788989	5	24	prostatic bud formation	192.65625	0.00310063403476985
GO:0048583	0.000106283125311735	1.49008050027129	112.553791363704	147	5550	regulation of response to stimulus	0.105917311906501	0.00316817492657186
GO:0001667	0.000108164100013238	2.18740769418276	15.6155710540634	32	770	ameboidal-type cell migration	1.19785461291955	0.00320851654722194
GO:0023051	0.000108714885874984	1.50134797353661	103.407528317752	137	5099	regulation of signaling	0.116946202780552	0.0032092001019698
