GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0005085	1.39638375682003e-05	1.64577730290507	125.882238253071	162	296	guanyl-nucleotide exchange factor activity	41.0362034331629	0.000482119865512599
GO:0005246	1.4192193191173e-05	2.71301741035397	33.1716708910119	52	78	calcium channel regulator activity	189.692307692308	0.000484899934031743
GO:0032555	1.51089115279742e-05	1.20012286640379	1030.87346461298	1127	2424	purine ribonucleotide binding	4.25690802372316	0.000510899276409848
GO:0005088	1.58176011450559e-05	2.04930313978023	60.8147299668551	86	143	Ras guanyl-nucleotide exchange factor activity	93.338745170913	0.000529405426079423
GO:0008144	1.66132432214025e-05	1.20938189797366	926.680395788653	1018	2179	drug binding	4.7584871318508	0.000550112644500055
GO:0042626	1.67717269664651e-05	2.22146811930702	49.3322285045818	72	116	ATPase-coupled transmembrane transporter activity	118.755053507729	0.000550112644500055
GO:0033218	1.71808535995729e-05	1.4685009945151	207.535581984792	253	488	amide binding	23.5785155200215	0.000557952473332664
GO:0005089	1.75092537041885e-05	3.0686356527116	26.3672255800351	43	62	Rho guanyl-nucleotide exchange factor activity	248.267950052029	0.00056304266813469
GO:0004721	2.15819058792132e-05	1.73330367632801	98.6644570091636	130	232	phosphoprotein phosphatase activity	53.6047116527943	0.000687268459066206
GO:0017076	2.38523540356265e-05	1.19428596216198	1035.12624293235	1129	2434	purine nucleotide binding	4.22949363610154	0.000752266550354374
GO:0030695	3.04528497752522e-05	1.50443194721798	171.812244102164	212	404	GTPase regulator activity	28.8276149397118	0.000951289021550736
GO:0032553	3.30521356712793e-05	1.19018232023529	1036.82735426009	1129	2438	ribonucleotide binding	4.21562645318417	0.00102274533020562
GO:0043167	3.37291088333331e-05	1.12261881711396	3404.77432248002	3543	8006	ion binding	1.22680507106555	0.00103393903713395
GO:0019900	3.47591509965358e-05	1.28162591129366	472.483671280951	537	1111	kinase binding	9.65565521448634	0.00105564828952442
GO:0015085	3.83342287665942e-05	1.70624043498986	97.8139013452915	128	230	calcium ion transmembrane transporter activity	53.7019281663516	0.00115354376471953
GO:0001968	3.96415143480629e-05	3.38808975834292	20.8386137648664	35	49	fibronectin binding	323.527696793003	0.0011820378823786
GO:0015399	4.01395877932617e-05	2.09268196354949	51.8838954961981	74	122	primary active transmembrane transporter activity	110.34372480516	0.0011835669427941
GO:0060589	4.04144809734571e-05	1.46342233731503	191.375024371222	233	450	nucleoside-triphosphatase regulator activity	25.5368	0.0011835669427941
GO:0015103	4.28090941139816e-05	1.7433762205687	89.3083447065705	118	210	inorganic anion transmembrane transporter activity	59.385306122449	0.00124260025392796
GO:0048365	4.90704921851229e-05	2.40651858466347	36.5738935465003	55	86	Rac GTPase binding	165.044618712818	0.00141185275760704
GO:0140303	5.71890330871739e-05	3.43971468016567	19.5627802690583	33	46	intramembrane lipid transporter activity	346.125708884688	0.00163113068283418
GO:0019902	6.26269564028009e-05	1.61438642478277	114.399736790797	146	269	phosphatase binding	44.7799781650336	0.00177083118104471
GO:0022853	6.64107798386497e-05	1.53439848111377	142.042795866641	177	334	active ion transmembrane transporter activity	35.2140449639643	0.00185448142766614
GO:0042826	6.67161001416477e-05	1.896719723743	64.2169526223435	88	151	histone deacetylase binding	85.6572957326433	0.00185448142766614
GO:0030551	6.96661409000276e-05	2.65257463434182	28.9188925716514	45	68	cyclic nucleotide binding	215.988321799308	0.00192020959791673
GO:0097110	7.41960678143521e-05	2.13219936317292	45.9300058490934	66	108	scaffold protein binding	125.583333333333	0.00202802585359229
GO:0005201	7.62704501142704e-05	1.56595144199877	127.158071748879	160	299	extracellular matrix structural constituent	39.7203610697867	0.00206749649896535
GO:0015485	8.10233947019052e-05	2.54898363678267	30.6200038993956	47	72	cholesterol binding	201.21875	0.0021783338903463
GO:0005254	8.21518622888504e-05	2.05002729029498	50.1827841684539	71	118	chloride channel activity	113.16963516231	0.00219071632770268
GO:0004497	8.8609055789902e-05	1.97193810762222	55.2861181516865	77	130	monooxygenase activity	101.120591715976	0.00234385244347483
GO:0005496	8.93727711903969e-05	1.96061575626743	56.1366738155586	78	132	steroid binding	99.353305785124	0.00234514151603601
GO:0008047	9.78806918000567e-05	1.34456350370316	285.361425229089	333	671	enzyme activator activity	16.41476897928	0.00254800531035068
GO:0032559	0.000102643178160659	1.19572824137588	830.142327939169	908	1952	adenyl ribonucleotide binding	5.28885674213921	0.00265094192414929
GO:0035254	0.000108218436992815	2.35048233982859	34.8727822187561	52	82	glutamate receptor binding	171.637120761452	0.0027730974479409
GO:0015459	0.0001098806484114	2.59332976064669	28.4936147397153	44	67	potassium channel regulator activity	217.539763867231	0.00279386454875497
GO:0045159	0.000118603305715834	7.67095391211147	8.505556638721	17	20	myosin II binding	943.245	0.00299245263652258
GO:0035639	0.000137883606300655	1.17596692805415	989.621514915188	1072	2327	purine ribonucleoside triphosphate binding	4.39377284540573	0.00345235289058128
GO:0008195	0.000148750926690123	5.41573808156232	10.6319457984012	20	25	phosphatidate phosphatase activity	710.208	0.00367865276711732
GO:0005488	0.000149164883544696	1.18202154452961	7786.41182491714	7866	18309	binding	0.520787167497583	0.00367865276711732
GO:0098631	0.000153758299859652	2.08437751659899	44.2288945213492	63	104	cell adhesion mediator activity	129.273483727811	0.0037636359965646
GO:0035091	0.000157126005369554	1.48150549836535	150.123074673426	184	353	phosphatidylinositol binding	32.77207906331	0.00381757998231212
GO:0030234	0.000159578223688896	1.23550722961249	537.976457399103	600	1265	enzyme regulator activity	8.32157977784374	0.00384865127720277
GO:0030554	0.000164751184116219	1.18844995310797	833.544550594658	909	1960	adenyl nucleotide binding	5.25154779258642	0.00394440791168758
GO:0019901	0.000181855120554656	1.26415966744611	424.001998440242	479	997	protein kinase binding	10.6949997434631	0.00432235358999473
GO:0032795	0.000192947634101008	Inf	4.2527783193605	10	10	heterotrimeric G-protein binding	2219.4	0.00453262175838395
GO:0015296	0.000196229356612964	4.06263647856568	13.6088906219536	24	32	anion:cation symporter activity	520.171875	0.00453262175838395
GO:0099095	0.000196229356612964	4.06263647856568	13.6088906219536	24	32	ligand-gated anion channel activity	520.171875	0.00453262175838395
GO:0005242	0.000196229356612964	4.06263647856568	13.6088906219536	24	32	inward rectifier potassium channel activity	520.171875	0.00453262175838395
GO:0042625	0.00020583152388154	2.39831777854592	30.6200038993956	46	72	ATPase-coupled ion transmembrane transporter activity	196.9375	0.00472117061770246
GO:0015377	0.000208618731532397	4.73891314338235	11.4825014622733	21	27	cation:chloride symporter activity	639.333333333333	0.00475187110712683
GO:0008017	0.000214748100841558	1.47583062074052	146.295574186001	179	344	microtubule binding	33.5715758518118	0.00485775014317456
GO:0022848	0.000244939229631166	3.76181353767561	14.4594462858257	25	34	acetylcholine-gated cation-selective channel activity	479.974048442907	0.00550022896629821
GO:0004725	0.000246504164038365	1.85695069175193	57.4125073113667	78	135	protein tyrosine phosphatase activity	94.9866666666667	0.00550022896629821
GO:1901265	0.000248779813406506	1.15602207864278	1160.58320335348	1245	2729	nucleoside phosphate binding	3.71020461927795	0.00551349856738743
GO:0008395	0.000266769831464542	2.78948080958505	22.1144472606746	35	52	steroid hydroxylase activity	287.274408284024	0.00587251709532682
GO:0031821	0.000275327363460489	16.2378055778721	5.52861181516865	12	13	G protein-coupled serotonin receptor binding	1575.90532544379	0.00596640690184729
GO:1901338	0.000276397897985218	4.25547840646083	12.3330571261454	22	29	catecholamine binding	580.580261593341	0.00596640690184729
GO:0000166	0.000276492027158777	1.15474657722026	1159.30736985767	1243	2726	nucleotide binding	3.71240208012945	0.00596640690184729
GO:0005262	0.00030147778587082	1.63565702757397	87.1819555468902	112	205	calcium channel activity	59.1487923854848	0.00646305318729601
GO:0005272	0.000341839202215559	2.27529796200573	31.8958373952037	47	75	sodium channel activity	185.4432	0.00728073106017554
GO:0008509	0.000344509661093199	1.36733652133538	211.363082472217	249	497	anion transmembrane transporter activity	22.372893295386	0.00729026895732706
GO:0005159	0.000386044924411027	4.51273214627609	11.0572236303373	20	26	insulin-like growth factor receptor binding	656.627218934911	0.00801409716498841
GO:0005229	0.000386044924411027	4.51273214627609	11.0572236303373	20	26	intracellular calcium activated chloride channel activity	656.627218934911	0.00801409716498841
GO:0061778	0.000386044924411027	4.51273214627609	11.0572236303373	20	26	intracellular chloride channel activity	656.627218934911	0.00801409716498841
GO:0001227	0.000427663496764331	1.45160936223152	143.318629362449	174	337	DNA-binding transcription repressor activity, RNA polymerase II-specific	34.003610140091	0.00874755918256552
GO:0004890	0.000429192833124982	3.61092594720913	14.0341684538896	24	33	GABA-A receptor activity	489.123966942149	0.00874755918256552
GO:0005524	0.000429377142802759	1.17807274996172	794.418990056541	863	1868	ATP binding	5.48899245262255	0.00874755918256552
GO:0031692	0.000453967087254403	Inf	3.82750048742445	9	9	alpha-1B adrenergic receptor binding	2466	0.00916389228918793
GO:0019829	0.000455400744859034	2.33097442985487	28.9188925716514	43	68	ATPase-coupled cation transmembrane transporter activity	206.38884083045	0.00916389228918793
GO:0001217	0.00051406441798183	1.44263400942979	143.743907194385	174	338	DNA-binding transcription repressor activity	33.8027029865901	0.0102812883596366
GO:1901981	0.00056150721122309	1.53869686997213	102.491957496588	128	241	phosphatidylinositol phosphate binding	48.9115545531241	0.0111620827443136
GO:0031720	0.000571180577357095	8.79574150596878	6.37916747904075	13	15	haptoglobin binding	1282.32	0.0112859776730799
GO:0032934	0.000584348790802268	2.09493365753453	35.7233378826282	51	84	sterol binding	160.415816326531	0.0114770301427032
GO:0015662	0.000594708270732552	3.20078587925467	15.7352797816338	26	37	ion transmembrane transporter activity, phosphorylative mechanism	421.507669831994	0.0115898636251191
GO:0098988	0.000600694151301904	14.8829469818683	5.1033339832326	11	12	G protein-coupled glutamate receptor activity	1695.375	0.0115898636251191
GO:0001640	0.000600694151301904	14.8829469818683	5.1033339832326	11	12	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity	1695.375	0.0115898636251191
GO:0098632	0.000623666394548087	2.01524361731974	39.1255605381166	55	92	cell-cell adhesion mediator activity	144.21904536862	0.0119627238252498
GO:0140297	0.000637047733141567	1.3403605003482	217.742249951258	254	512	DNA-binding transcription factor binding	21.5045013427734	0.0121483521203741
GO:0046332	0.000658886352037936	1.84449116322052	50.1827841684539	68	118	SMAD binding	108.387819592071	0.0124921805473088
GO:0005237	0.000707261299685647	4.286603108967	10.6319457984012	19	25	inhibitory extracellular ligand-gated ion channel activity	674.6976	0.0133322819710858
GO:0015373	0.000720767796950874	5.41370995521874	8.505556638721	16	20	anion:sodium symporter activity	887.76	0.0135092478514221
GO:0071889	0.000783923248605397	2.49542729089698	22.9650029245467	35	54	14-3-3 protein binding	266.388888888889	0.0146094787240097
GO:0019903	0.000835307878026131	1.57422731583002	86.3313998830181	109	203	protein phosphatase binding	58.7043121648184	0.0154791516379984
GO:0015464	0.000871401481510135	3.24955752212389	14.4594462858257	24	34	acetylcholine receptor activity	460.77508650519	0.0159675802198505
GO:0004935	0.000871401481510135	3.24955752212389	14.4594462858257	24	34	adrenergic receptor activity	460.77508650519	0.0159675802198505
GO:0030507	0.000876582023779441	2.38692668595984	24.6661142522909	37	58	spectrin binding	244.107609988109	0.0159732724333143
GO:0008201	0.000900098232737184	1.51430244512894	101.641401832716	126	239	heparin binding	48.9564958596663	0.0163111723943534
GO:0015378	0.000945698463127807	6.3150805494968	7.22972314291285	14	17	sodium:chloride symporter activity	1075.14186851211	0.0170433569179077
GO:0022851	0.000992513729241765	4.60179145613229	9.3561123025931	17	22	GABA-gated chloride ion channel activity	779.541322314049	0.0177893171142786
GO:0140326	0.000998145434472964	3.0773249738767	15.3100019496978	25	36	ATPase-coupled intramembrane lipid transporter activity	428.125	0.0177930273101702
GO:0005509	0.00116777775987697	1.21188778511319	463.97811464223	513	1091	calcium ion binding	9.56540682410288	0.020595178296629
GO:0008554	0.00117417632361879	8.11821416274532	5.9538896471047	12	14	sodium transmembrane transporter activity, phosphorylative mechanism	1358.81632653061	0.020595178296629
GO:0008519	0.00117417632361879	8.11821416274532	5.9538896471047	12	14	ammonium transmembrane transporter activity	1358.81632653061	0.020595178296629
GO:0008401	0.00130240123484469	13.5283993115318	4.67805615129655	10	11	retinoic acid 4-hydroxylase activity	1834.21487603306	0.0227227449483542
GO:0015379	0.00137268172192791	5.07477037887486	8.08027880678495	15	19	potassium:chloride symporter activity	922.18836565097	0.0236968213048608
GO:0045125	0.00137268172192791	5.07477037887486	8.08027880678495	15	19	bioactive lipid receptor activity	922.18836565097	0.0236968213048608
GO:0008013	0.00147083752529474	1.68439654143416	59.1136186391109	77	139	beta-catenin binding	88.4497696806583	0.0252089704418978
GO:0016918	0.00147564705025743	2.61809260962895	18.7122246051862	29	44	retinal binding	332.451446280992	0.0252089704418978
GO:0005548	0.00157419674683322	2.13640027637034	28.4936147397153	41	67	phospholipid transporter activity	202.70750723992	0.0262921856039861
GO:0031489	0.00157913431828819	3.67391946440878	11.0572236303373	19	26	myosin V binding	623.795857988166	0.0262921856039861
GO:0042577	0.00157913431828819	3.67391946440878	11.0572236303373	19	26	lipid phosphatase activity	623.795857988166	0.0262921856039861
GO:0050998	0.00157913431828819	3.67391946440878	11.0572236303373	19	26	nitric-oxide synthase binding	623.795857988166	0.0262921856039861
GO:0005172	0.00157913431828819	3.67391946440878	11.0572236303373	19	26	vascular endothelial growth factor receptor binding	623.795857988166	0.0262921856039861
GO:0001540	0.00166230970792849	1.74696812196812	50.6080620003899	67	119	amyloid-beta binding	105.006567332815	0.0275372517273003
GO:0019838	0.00171608500022519	1.49962221152836	93.986400857867	116	221	growth factor binding	52.7119428349133	0.0282852201042142
GO:0022804	0.00182179181446534	1.32448049590074	193.076135698967	224	454	active transmembrane transporter activity	24.1196995866405	0.0295510176088705
GO:0001653	0.00182299643338781	1.47875948589363	99.5150126730357	122	234	peptide receptor activity	49.4497041420118	0.0295510176088705
GO:0036094	0.00182436388907093	1.1181005833367	1417.45101384285	1494	3333	small molecule binding	2.9848021705861	0.0295510176088705
GO:0043184	0.00182891968737826	4.33060052818923	8.93083447065705	16	21	vascular endothelial growth factor receptor 2 binding	805.224489795918	0.0295510176088705
GO:0008392	0.00185255756803515	5.86333027242118	6.8044453109768	13	16	arachidonic acid epoxygenase activity	1127.0390625	0.0296409210885624
GO:1990239	0.00185255756803515	5.86333027242118	6.8044453109768	13	16	steroid hormone binding	1127.0390625	0.0296409210885624
GO:0004970	0.0020116835513256	2.7078974594781	16.5858354455059	26	39	ionotropic glutamate receptor activity	379.384615384615	0.0320306895550872
GO:0019841	0.00216943574745016	3.15847120098039	12.7583349580815	21	30	retinol binding	517.86	0.0342103329405603
GO:0030553	0.00216943574745016	3.15847120098039	12.7583349580815	21	30	cGMP binding	517.86	0.0342103329405603
GO:0016705	0.00221114394777782	1.51575381349657	84.6302885552739	105	199	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	58.8462412565339	0.0347012064531639
